Year,Month,Day,Hour,Cloud_Cover_Fraction,Dew_Point,Humidity_Fraction,Precipitable_Water,Temperature,Visibility,Day_of_week,Weekdays,HolidayName,School_Day,Solar_Elevation,FOOD_SERVICE,GROCERY,HEALTH_CARE,K12_SCHOOLS,LODGING,OFFICE,RESIDENTIAL,STAND_ALONE_RETAIL
Consumption,9,14,20,0.2,12.2,0.87,22,14.4,24.1,5,Thu,Regular,1,8.176487492,9129.668646,2847.24899,4400.4199,4625.353507,2297.231225,13846.18118,108365.7202,1882.996245
Consumption,9,14,21,0.3,11.7,0.93,21,12.8,24.1,5,Thu,Regular,1,-2.836073025,9056.822455,2046.665588,4305.996447,1829.931105,2160.049745,12748.52066,90325.42702,805.7605557
Consumption,9,14,22,0.3,10.6,0.93,20,11.7,24.1,5,Thu,Regular,1,-13.61562014,8998.475992,1325.502015,3993.274255,1825.202866,1561.78599,7760.028616,69550.18115,489.4339564
Consumption,9,14,23,0.3,10.6,0.96,20,11.1,24.1,5,Thu,Regular,1,-23.75949009,9430.905282,1687.011921,3963.357692,1848.635626,1055.525237,7260.226037,52632.36457,489.4339564
Consumption,9,14,24,0.3,9.4,0.96,19,10,24.1,5,Thu,Regular,1,-32.72071715,5382.954815,1352.583958,3600.046412,1824.912417,899.7376563,7260.226037,41747.23114,489.4339564
Consumption,9,15,1,0.7,8.9,0.96,18,9.4,16.1,6,Fri,Regular,1,-39.71526839,3738.403958,1228.001405,3364.67696,1824.313319,832.6465464,7260.226037,39433.02804,489.4339564
Consumption,9,15,2,0.8,10,0.96,19,10.6,16.1,6,Fri,Regular,1,-43.74767671,3754.793425,1207.381578,3656.416355,1824.224752,775.3467244,7260.226037,38474.94766,489.4339564
Consumption,9,15,3,1,11.1,0.9,21,12.8,16.1,6,Fri,Regular,1,-43.98807554,3769.005209,1216.230356,3882.645064,1824.841078,773.659146,7260.226037,38330.08624,489.4339564
Consumption,9,15,4,1,11.7,0.9,21,13.3,16.1,6,Fri,Regular,1,-40.3799045,4048.876807,1512.423499,4306.446408,1862.270017,807.1304434,7260.226037,43781.30494,489.4339564
Consumption,9,15,5,1,12.2,0.93,22,13.3,6.4,6,Fri,Regular,1,-33.69066021,5602.094727,1518.756019,4337.935566,1856.768459,977.3050858,7760.028616,55579.61324,489.4339564
Consumption,9,15,6,1,12.8,0.93,23,13.9,6.4,6,Fri,Regular,1,-24.92548612,11093.24344,2188.093932,5250.824103,2236.301233,1714.989873,11649.90216,69951.8624,979.072122
Consumption,9,15,7,1,13.3,0.97,24,13.9,1.6,6,Fri,Regular,1,-14.90058297,10252.37536,2195.811343,5638.784382,4192.507085,2071.425903,14423.93167,68740.52476,1079.892935
Consumption,9,15,8,1,13.9,0.97,24,14.4,2.4,6,Fri,Regular,1,-4.188228102,8076.072572,2963.185851,5733.263923,5643.760023,1746.661857,25158.29141,62309.86714,1556.585445
Consumption,9,15,9,0.9,14.4,0.93,25,15.6,4.8,6,Fri,Regular,1,6.795341618,8087.378005,3338.858004,5789.816515,5841.598945,1687.341298,23555.85144,56144.58803,2241.021363
Consumption,9,15,10,0.7,15,0.87,26,17.2,8,6,Fri,Regular,1,17.69000869,10036.64503,3309.997795,5729.087907,6225.912369,1291.61069,23895.78731,50751.6939,2243.576651
Consumption,9,15,11,0.7,15.6,0.78,27,19.4,11.3,6,Fri,Regular,1,28.0949256,10686.42222,3635.573254,5641.850121,6594.326041,1317.568334,25327.67286,53093.02353,2263.22476
Consumption,9,15,12,0.8,15.6,0.76,27,20,11.3,6,Fri,Regular,1,37.45362797,10800.82754,3521.878772,5418.132737,6995.450362,1376.235519,26172.82617,54797.08338,2293.819977
Consumption,9,15,13,0.8,16.1,0.71,28,21.7,12.9,6,Fri,Regular,1,44.91488734,10873.90218,3563.320163,5493.787093,7272.115427,1421.602177,27666.11307,56875.69794,2341.27562
Consumption,9,15,14,0.8,16.7,0.69,29,22.8,16.1,6,Fri,Regular,1,49.2927253,8869.174721,3554.677279,5562.850839,7829.841855,1477.254459,28009.29485,59891.33973,2506.264278
Consumption,9,15,15,0.7,16.7,0.71,29,22.2,16.1,6,Fri,Regular,1,49.51249054,8768.498172,3516.577507,5601.193575,7956.601171,1480.3689,28169.18356,65570.12267,2598.990691
Consumption,9,15,16,0.5,16.7,0.66,29,23.3,16.1,6,Fri,Regular,1,45.50888433,8832.861685,3541.684577,5628.980716,7546.53794,1585.808375,29086.06994,89397.07723,2639.616165
Consumption,9,15,17,0.5,16.7,0.64,29,23.9,16.1,6,Fri,Regular,1,38.293464,11147.52616,3579.946397,5615.215927,5766.709522,1875.01195,27150.39492,108726.4912,2698.698414
Consumption,9,15,18,0.6,16.7,0.71,29,22.2,16.1,6,Fri,Regular,1,29.07218699,11060.07022,3472.9898,4567.122471,5566.813916,2015.164011,18434.12998,115492.4557,2128.87671
Consumption,9,15,19,0.7,17.2,0.81,30,20.6,16.1,6,Fri,Regular,1,18.73136831,11068.78473,3236.681913,4527.153755,5330.696059,2099.773011,18316.27214,113732.5227,2078.362498
Consumption,9,15,20,0.7,17.2,0.87,30,19.4,16.1,6,Fri,Regular,1,7.849528986,9563.306223,3023.91985,3931.049897,5289.893099,2403.948023,16774.22355,118148.6159,1932.931168
Consumption,9,15,21,0.8,16.7,0.9,29,18.3,16.1,6,Fri,Regular,1,-3.16417142,9300.626487,2168.031474,3776.913699,1828.547769,2266.925674,16105.16152,100748.5952,805.7605557
Consumption,9,15,22,1,16.7,0.9,29,18.3,9.7,6,Fri,Regular,1,-13.95227332,9105.623666,1500.076668,3572.438928,1829.230338,1663.685219,7760.028616,79211.76237,489.4339564
Consumption,9,15,23,1,16.7,0.93,29,17.8,6.4,6,Fri,Regular,1,-24.11150748,9498.28506,1858.008443,3614.703304,1852.484509,1157.476237,7260.226037,60547.85594,489.4339564
Consumption,9,15,24,1,16.7,0.93,29,17.8,6.4,6,Fri,Regular,1,-33.09278472,5464.906502,1593.988186,3591.816403,1829.114352,1007.543689,7260.226037,48033.42602,489.4339564
Consumption,9,16,1,0.2,16.1,0.97,28,16.7,4.8,7,Sat,Regular,0,-40.10570797,3801.05141,1436.274066,3634.718216,1828.533938,1006.069526,6260.61988,44337.72953,466.1340897
Consumption,9,16,2,0.2,15.6,0.93,27,16.7,4,7,Sat,Regular,0,-44.14208494,3808.201278,1416.759634,3680.822658,1828.076547,873.6402495,6260.61988,42341.83475,466.1340897
Consumption,9,16,3,0.2,15.6,0.97,27,16.1,4,7,Sat,Regular,0,-44.36022435,3809.667322,1398.511944,3702.349926,1827.718641,854.2115892,6260.61988,41308.53296,466.1340897
Consumption,9,16,4,0.8,15.6,0.97,27,16.1,2.4,7,Sat,Regular,0,-40.70820035,3872.68709,1474.838599,3746.129554,1835.380737,876.9091644,6260.61988,46296.61586,466.1340897
Consumption,9,16,5,0.8,16.1,0.97,28,16.7,2.4,7,Sat,Regular,0,-33.97098003,5426.22769,1467.593672,3708.022176,1834.93111,965.3140054,6260.61988,58344.49159,466.1340897
Consumption,9,16,6,0.8,15.6,0.97,27,16.1,2.4,7,Sat,Regular,0,-25.16634321,11033.76919,1965.067098,4016.28289,1834.995412,1433.858629,12619.32113,72683.86319,948.9260484
Consumption,9,16,7,1,16.1,0.97,28,16.7,1.2,7,Sat,Regular,0,-15.11441363,10285.09421,2058.362227,4437.878353,1645.080646,1738.311864,12194.58853,71022.46952,878.6291102
Consumption,9,16,8,1,17.8,0.97,31,18.3,1.6,7,Sat,Regular,0,-4.38743163,8113.67962,2779.736609,4362.381256,1551.850674,2363.331986,16610.82094,60819.7913,1162.044988
Consumption,9,16,9,1,17.8,0.9,30,19.4,2.4,7,Sat,Regular,0,6.598923067,8145.919237,3110.514137,4682.532872,1552.935068,2048.837829,17663.15768,54234.38186,1751.972207
Consumption,9,16,10,1,18.3,0.9,32,20,3.2,7,Sat,Regular,0,17.48431416,10273.95172,3426.810884,4658.084671,1552.967097,1461.567076,17851.05064,47576.66045,2263.401754
Consumption,9,16,11,1,18.3,0.84,31,21.1,3.2,7,Sat,Regular,0,27.86665982,11066.06715,3712.203702,4694.193724,1575.372486,1415.097123,18488.49452,49213.21783,2284.263747
Consumption,9,16,12,1,18.3,0.81,31,21.7,4.8,7,Sat,Regular,0,37.18804214,11017.07833,3635.145049,4558.502258,1553.233525,1442.31114,18186.54963,51562.34273,2360.517449
Consumption,9,16,13,1,18.3,0.79,32,22.2,4.8,7,Sat,Regular,0,44.5990241,10958.8381,3654.162104,4521.358227,1554.887413,1481.62071,17814.45562,52984.85672,2476.315027
Consumption,9,16,14,1,18.9,0.82,33,22.2,1.6,7,Sat,Regular,0,48.92618563,8857.850518,3584.662484,4576.549255,1555.521695,1490.71002,13048.88059,52965.67815,2539.854401
Consumption,9,16,15,1,19.4,0.84,33,22.2,4.8,7,Sat,Regular,0,49.11813678,8854.967678,3546.319505,4319.612955,1555.272253,1492.392942,13058.04235,59039.25467,2582.63899
Consumption,9,16,16,1,19.4,0.87,34,21.7,4.8,7,Sat,Regular,0,45.118509,8806.380781,3546.451855,4370.701817,1552.039939,1568.93045,13457.71661,80033.44672,2595.243098
Consumption,9,16,17,1,18.9,0.87,32,21.1,4.8,7,Sat,Regular,0,37.9235341,10745.02141,3520.729962,4224.098049,1551.798747,1735.396498,12075.26474,101678.0392,2567.195393
Consumption,9,16,18,1,18.9,0.9,33,20.6,8,7,Sat,Regular,0,28.72311501,10821.47814,3237.669593,4005.484309,1551.523584,2062.749083,3500.195007,109052.7983,1630.09705
Consumption,9,16,19,1,18.9,0.93,32,20,8,7,Sat,Regular,0,18.39684738,11298.4836,2843.771133,3971.268259,1653.578664,2173.663318,4420.337298,109815.3353,1289.307631
Consumption,9,16,20,1,18.9,0.93,32,20,4.8,7,Sat,Regular,0,7.521772099,9675.513839,2751.874447,3563.595327,1840.330999,2402.159418,6260.61988,116545.9964,1498.084526
Consumption,9,16,21,0.6,18.9,0.93,32,20,4.8,7,Sat,Regular,0,-3.492898942,9583.031733,2086.665823,3563.827403,1835.499149,2353.403077,6260.61988,101325.5216,1096.125279
Consumption,9,16,22,0.8,18.9,0.93,32,20,4.8,7,Sat,Regular,0,-14.2894296,9407.027496,1505.700788,3523.560386,1829.248536,1811.309591,6260.61988,80675.8059,466.1340897
Consumption,9,16,23,0.8,17.8,0.9,30,19.4,4.8,7,Sat,Regular,0,-24.46399078,9641.656465,1855.983676,3517.717458,1851.406909,1237.066731,6260.61988,61789.12776,466.1340897
Consumption,9,16,24,1,17.2,0.9,29,18.9,4.8,7,Sat,Regular,0,-33.46541037,5479.838826,1592.392434,3425.574605,1828.625902,1058.02625,6260.61988,48712.35258,466.1340897
Consumption,9,17,1,0.4,17.2,0.9,29,18.9,4.8,1,Sun,Regular,0,-40.49689573,3813.665755,1472.566412,3387.965746,1828.428871,1033.352539,6260.61988,45472.83637,466.1340897
Consumption,9,17,2,0.3,17.2,0.93,29,18.3,4.8,1,Sun,Regular,0,-44.5373029,3820.222993,1462.363469,3403.325334,1828.163657,900.8488657,6260.61988,43374.58518,466.1340897
Consumption,9,17,3,0.3,16.7,0.9,28,18.3,4.8,1,Sun,Regular,0,-44.73285449,3822.543585,1449.179236,3443.604322,1827.950612,882.8622451,6260.61988,42213.6072,466.1340897
Consumption,9,17,4,0.3,16.7,0.9,28,18.3,4.8,1,Sun,Regular,0,-41.03647077,3888.591423,1530.965802,3532.443567,1836.17371,907.2103397,6260.61988,47238.70703,466.1340897
Consumption,9,17,5,0.6,16.7,0.9,28,18.3,4.8,1,Sun,Regular,0,-34.25099937,5443.991379,1515.776025,3549.753018,1835.557627,994.2197907,6260.61988,59259.82098,466.1340897
Consumption,9,17,6,1,17.2,0.9,29,18.9,4.8,1,Sun,Regular,0,-25.40693501,11055.46619,2021.961074,3815.973708,1835.901459,1469.817066,6260.61988,74551.41167,466.1340897
Consumption,9,17,7,1,17.8,0.9,30,19.4,2.4,1,Sun,Regular,0,-15.32821495,10442.92974,2136.355804,3734.716995,1646.142716,1793.963401,4420.337298,73944.55957,251.5615814
Consumption,9,17,8,1,18.3,0.9,31,20,2.4,1,Sun,Regular,0,-4.586945809,8283.159322,2502.274386,4092.781852,1552.672765,2416.217884,3500.195007,63070.95365,771.3428075
Consumption,9,17,9,1,18.9,0.87,32,21.1,4.8,1,Sun,Regular,0,6.401802721,8483.32184,2280.405918,4085.528126,1553.637291,2111.188188,3500.195007,57332.51441,771.3428075
Consumption,9,17,10,1,18.9,0.87,32,21.1,4.8,1,Sun,Regular,0,17.2775093,10585.6494,2681.744345,4162.351744,1553.611813,1524.625,3500.195007,52124.30629,1362.918668
Consumption,9,17,11,0.9,18.3,0.76,31,22.8,9.7,1,Sun,Regular,0,27.63690597,11372.09049,2976.814543,4163.538479,1576.27829,1492.903946,3500.195007,56103.45716,1379.743617
Consumption,9,17,12,1,17.8,0.76,30,22.2,11.3,1,Sun,Regular,0,36.92072703,11208.81709,3217.626304,4172.205802,1553.924829,1502.301459,3500.195007,58106.91819,1802.47874
Consumption,9,17,13,0.8,17.8,0.71,30,23.3,11.3,1,Sun,Regular,0,44.28150917,11182.36957,3228.744677,4144.187551,1555.502283,1532.165656,3500.195007,58488.30119,1886.967875
Consumption,9,17,14,0.8,17.2,0.69,29,23.3,11.3,1,Sun,Regular,0,48.5584497,9004.819981,3168.362584,4145.830039,1556.225617,1564.376763,5863.915533,61614.66297,1994.398028
Consumption,9,17,15,0.7,17.2,0.69,29,23.3,11.3,1,Sun,Regular,0,48.72298483,8979.761967,3119.46292,4150.417015,1810.996069,1559.161975,7432.466412,67730.25253,2029.383499
Consumption,9,17,16,0.8,16.7,0.64,28,23.9,11.3,1,Sun,Regular,0,44.72732205,8997.592902,3140.000994,4053.856899,1825.444301,1639.726895,5113.846675,89545.10256,2080.802024
Consumption,9,17,17,0.9,17.2,0.71,29,22.8,11.3,1,Sun,Regular,0,37.55266207,11017.62355,2747.451948,3866.992099,1809.931814,1802.702885,5101.659003,110012.6515,1589.408788
Consumption,9,17,18,1,17.2,0.9,29,18.9,11.3,1,Sun,Regular,0,28.37309485,10748.678,2687.942411,3726.946987,1551.703386,2074.896593,3500.195007,112558.8127,992.1572541
Consumption,9,17,19,1,17.8,0.97,30,18.3,11.3,1,Sun,Regular,0,18.06149171,11046.22621,2577.270635,3616.50894,1652.713624,2164.224183,4420.337298,110642.9997,251.5615814
Consumption,9,17,20,1,17.8,0.97,30,18.3,11.3,1,Sun,Regular,0,7.193348997,9407.528208,2513.157759,3471.484042,1839.46062,2392.073614,6260.61988,117114.5761,466.1340897
Consumption,9,17,21,1,17.8,0.97,30,18.3,6.4,1,Sun,Regular,0,-3.822122486,9302.34129,2222.677833,3451.608433,1834.730197,2334.859455,6260.61988,101535.4511,466.1340897
Consumption,9,17,22,1,17.8,0.97,30,18.3,6.4,1,Sun,Regular,0,-14.62695439,9115.556811,1474.793295,3404.248908,1828.638519,1793.069889,6260.61988,80581.45682,466.1340897
Consumption,9,17,23,1,17.8,0.97,30,18.3,6.4,1,Sun,Regular,0,-24.81680477,9503.700386,1837.162958,3405.795051,1851.009452,1231.612549,6260.61988,62140.8565,466.1340897
Consumption,9,17,24,1,17.8,0.97,30,18.3,6.4,1,Sun,Regular,0,-33.8384622,5472.799938,1574.494112,3365.763779,1828.388835,1064.091345,6260.61988,49651.27984,466.1340897
Consumption,9,18,1,1,17.8,0.97,30,18.3,3.2,2,Mon,Regular,1,-40.88871077,3810.99694,1488.802673,3404.784497,1828.302452,970.9116742,7260.226037,46543.88457,489.4339564
Consumption,9,18,2,1,17.8,0.97,30,18.3,3.2,2,Mon,Regular,1,-44.93322638,3819.988651,1485.029879,3401.03759,1828.22529,908.7968905,7260.226037,44703.11484,489.4339564
Consumption,9,18,3,1,17.8,0.97,30,18.3,1.6,2,Mon,Regular,1,-45.10587657,3823.758838,1477.868757,3399.545218,1828.143275,895.3824862,7260.226037,43521.00735,489.4339564
Consumption,9,18,4,1,17.2,0.97,29,17.8,2.4,2,Mon,Regular,1,-41.36464303,3886.864428,1559.750306,3789.558365,1836.188512,917.336741,7260.226037,48194.53112,489.4339564
Consumption,9,18,5,1,17.2,1,29,17.2,0.6,2,Mon,Regular,1,-34.53066756,5438.393959,1538.439789,3870.586767,1835.231023,1082.341941,7760.028616,59711.62438,489.4339564
Consumption,9,18,6,1,16.7,1,28,16.7,0.8,2,Mon,Regular,1,-25.64723183,11043.53011,2174.628369,4864.506313,2626.221525,1817.208666,12954.26013,74047.8151,972.2260123
Consumption,9,18,7,1,15.6,0.97,27,16.1,1.6,2,Mon,Regular,1,-15.54197253,10290.58917,2246.917909,5399.965744,4483.666972,2162.627483,14972.27094,72186.41632,1073.980103
Consumption,9,18,8,1,15,0.93,26,16.1,3.2,2,Mon,Regular,1,-4.78676517,8100.891599,3079.200524,5600.871623,6016.265953,1829.650972,25928.73172,64902.56245,1552.747071
Consumption,9,18,9,1,15,0.97,26,15.6,2.4,2,Mon,Regular,1,6.203983229,8099.299288,3399.404251,5746.757153,6049.154463,1740.721719,23932.41933,57187.05074,2240.951479
Consumption,9,18,10,1,15,0.93,26,16.1,2.4,2,Mon,Regular,1,17.06960039,10034.13228,3326.525159,5769.473279,6217.66719,1313.357303,23531.2141,49968.55331,2242.195688
Consumption,9,18,11,1,15,0.93,26,16.1,2.4,2,Mon,Regular,1,27.40568169,10464.52747,3587.574765,5768.179484,6295.792324,1305.141858,24006.17935,50654.22333,2249.363128
Consumption,9,18,12,1,15,0.93,26,16.1,2.4,2,Mon,Regular,1,36.65172076,10219.80155,3426.001075,5599.218999,6336.107804,1309.694334,23972.82925,50324.08214,2253.436036
Consumption,9,18,13,1,14.4,0.9,25,16.1,2.4,2,Mon,Regular,1,43.96240732,10112.91638,3407.836488,5752.332382,6251.876191,1312.50383,24327.90871,49888.60725,2256.772975
Consumption,9,18,14,1,14.4,0.9,25,16.1,6.4,2,Mon,Regular,1,48.1896048,8112.872387,3333.965937,5762.428074,6301.639899,1315.798351,23573.15398,49741.52346,2259.161863
Consumption,9,18,15,1,14.4,0.87,25,16.7,8,2,Mon,Regular,1,48.32713857,8106.951512,3293.647653,5740.694506,6345.269465,1320.612847,23832.13902,54170.83216,2263.964423
Consumption,9,18,16,1,14.4,0.9,25,16.1,9.7,2,Mon,Regular,1,44.33544415,8074.458685,3290.316564,5771.274088,6032.210353,1407.308787,24438.46274,74637.65163,2262.427168
Consumption,9,18,17,1,13.9,0.87,24,16.1,9.7,2,Mon,Regular,1,37.18097841,10017.07443,3280.71165,5801.835039,4386.223175,1668.732684,22150.65018,91254.59959,2257.871098
Consumption,9,18,18,1,13.9,0.87,24,16.1,9.7,2,Mon,Regular,1,28.02225951,10013.68642,3222.766492,4770.116938,4353.289047,1835.633569,14826.53986,98454.41891,1758.929703
Consumption,9,18,19,1,13.9,0.9,24,15.6,6.4,2,Mon,Regular,1,17.72543419,10563.91698,3156.791329,4793.264779,4406.295988,1990.626431,15395.92857,99663.74623,1859.383892
Consumption,9,18,20,1,14.4,0.97,25,15,6.4,2,Mon,Regular,1,6.864392598,9106.424708,2920.924769,4284.089787,4533.669203,2277.707311,14727.29652,106129.5038,1874.605688
Consumption,9,18,21,1,14.4,0.93,25,15.6,8,2,Mon,Regular,1,-4.151708177,9074.565342,2140.319157,4109.002457,1830.846373,2167.7121,14851.13019,91385.85533,805.7605557
Consumption,9,18,22,1,14.4,0.93,25,15.6,6.4,2,Mon,Regular,1,-14.96471228,9029.936531,1433.744416,3833.2876,1826.478952,1584.344082,7760.028616,71628.61759,489.4339564
Consumption,9,18,23,1,14.4,0.97,25,15,6.4,2,Mon,Regular,1,-25.16981333,9467.962854,1796.436287,3850.274905,1849.853477,1086.29207,7260.226037,54277.09044,489.4339564
Consumption,9,18,24,1,14.4,0.93,25,15.6,6.4,2,Mon,Regular,1,-34.21180736,5432.485856,1507.488773,3794.431285,1826.828123,945.4075828,7260.226037,43650.93136,489.4339564
Consumption,9,19,1,1,14.4,0.93,25,15.6,6.4,3,Tue,Regular,1,-41.2810314,3781.772912,1396.072201,3787.722416,1826.785174,891.1255502,7260.226037,41700.15415,489.4339564
Consumption,9,19,2,1,15,0.97,26,15.6,4,3,Tue,Regular,1,-45.32975098,3793.154685,1382.805459,3760.268329,1826.662879,833.4548595,7260.226037,40581.91869,489.4339564
Consumption,9,19,3,1,15,0.97,26,15.6,3.2,3,Tue,Regular,1,-45.47920164,3798.197017,1375.523922,3746.159094,1826.554173,823.0762153,7260.226037,39949.38206,489.4339564
Consumption,9,19,4,1,15.6,0.97,27,16.1,3.2,3,Tue,Regular,1,-41.69264544,4088.082745,1675.627391,4088.580254,1865.763421,854.0521799,7260.226037,45285.77531,489.4339564
Consumption,9,19,5,1,15.6,0.97,27,16.1,3.2,3,Tue,Regular,1,-34.80993534,5644.455194,1678.620669,4072.862995,1860.022854,1028.306844,7760.028616,57302.38513,489.4339564
Consumption,9,19,6,0.5,15,0.93,26,16.1,8,3,Tue,Regular,1,-25.88720529,11130.58412,2339.168661,5006.342677,2507.572719,1767.65351,12852.45787,71575.84895,976.2031825
Consumption,9,19,7,0.8,14.4,0.93,25,15.6,9.7,3,Tue,Regular,1,-15.75567292,10277.39651,2326.133247,5487.723674,4393.446321,2116.3986,15112.43218,70082.87215,1078.006941
Consumption,9,19,8,0.6,14.4,0.9,25,16.1,9.7,3,Tue,Regular,1,-4.986884702,8094.262181,3046.989247,5636.513049,5896.089921,1793.455656,25931.17366,63793.03835,1554.686621
Consumption,9,19,9,0.7,14.4,0.84,25,17.2,11.3,3,Tue,Regular,1,6.005467348,8103.775889,3402.154483,5730.473895,6094.30616,1728.263025,24397.33785,57782.50258,2240.951479
Consumption,9,19,10,0.8,13.3,0.75,23,17.8,16.1,3,Tue,Regular,1,16.86059443,10046.18709,3339.008065,5777.09433,6362.274722,1321.642955,24119.8563,52038.16812,2249.860967
Consumption,9,19,11,0.5,12.2,0.65,22,18.9,16.1,3,Tue,Regular,1,27.17300595,10713.46043,3607.033578,5816.870647,6586.597702,1338.0988,24855.91953,54829.74887,2268.913166
Consumption,9,19,12,0.5,11.7,0.59,21,20,16.1,3,Tue,Regular,1,36.38106314,10699.99309,3446.806331,5637.267586,6846.715873,1374.041593,25273.21033,56167.82964,2292.754513
Consumption,9,19,13,0.4,10.6,0.51,20,21.1,16.1,3,Tue,Regular,1,43.64178493,10690.81541,3432.855703,5771.3546,6991.976128,1407.3032,26312.13343,58887.87882,2321.896453
Consumption,9,19,14,0.6,10.6,0.49,20,21.7,16.1,3,Tue,Regular,1,47.81973926,8616.637993,3364.550144,5749.599215,7181.648003,1425.050521,25788.69348,60110.55735,2401.179857
Consumption,9,19,15,0.6,8.3,0.44,17,21.1,16.1,3,Tue,Regular,1,47.93070245,8498.181113,3295.428565,5786.253801,7116.113146,1414.842366,25591.77377,65109.26013,2448.577669
Consumption,9,19,16,0.3,6.7,0.39,16,21.1,16.1,3,Tue,Regular,1,43.94299618,8468.852492,3246.389316,5811.487237,6673.253369,1491.721691,25900.01649,86113.07963,2437.172086
Consumption,9,19,17,0.1,7.2,0.44,16,20,16.1,3,Tue,Regular,1,36.80861397,10497.83315,3182.174923,5824.175055,4860.639567,1734.612953,23358.06175,101056.7077,2413.374187
Consumption,9,19,18,0,9.4,0.56,18,18.3,16.1,3,Tue,Regular,1,27.67074249,10361.97106,3106.140614,4842.835301,4678.442948,1871.242553,15340.63605,105938.965,1818.272244
Consumption,9,19,19,0,9.4,0.7,19,15,16.1,3,Tue,Regular,1,17.38880834,10572.35524,2921.906185,4942.970777,4502.559303,2000.772852,15279.92468,105695.4539,1922.033436
Consumption,9,19,20,0.1,10,0.86,19,12.2,16.1,3,Tue,Regular,1,6.535036527,9028.361443,2634.268126,4410.467419,4328.77529,2261.624104,12505.87317,106493.1163,1875.084185
Consumption,9,19,21,0.2,10,0.93,19,11.1,16.1,3,Tue,Regular,1,-4.481521408,8993.789528,1899.129841,4220.237711,1822.955218,2131.248805,12259.33779,89276.03423,805.7605557
Consumption,9,19,22,0.7,9.4,0.93,19,10.6,11.3,3,Tue,Regular,1,-15.30256706,8984.729991,1256.303381,3856.853931,1824.039854,1541.975939,7760.028616,68844.52674,489.4339564
Consumption,9,19,23,1,10,0.83,19,12.8,11.3,3,Tue,Regular,1,-25.5228795,9435.070329,1659.757724,3934.29423,1848.775149,1054.660963,7260.226037,52889.15895,489.4339564
Consumption,9,19,24,0.7,10,0.83,19,12.8,12.9,3,Tue,Regular,1,-34.58531206,5400.925949,1345.277852,3905.58062,1825.730626,914.5412121,7260.226037,42697.55867,489.4339564
Consumption,9,20,1,0.9,10,0.86,19,12.2,12.9,4,Wed,Regular,1,-41.67373512,3753.563272,1233.751394,3907.329588,1825.437264,853.7287057,7260.226037,40436.82825,489.4339564
Consumption,9,20,2,0.8,10.6,0.9,20,12.2,11.3,4,Wed,Regular,1,-45.72677206,3765.949757,1218.996356,3907.911612,1825.110903,792.4255873,7260.226037,39177.47208,489.4339564
Consumption,9,20,3,0.5,8.9,0.8,18,12.2,12.9,4,Wed,Regular,1,-45.85274117,3771.275487,1211.122243,3903.017068,1824.929402,778.6283957,7260.226037,38435.05521,489.4339564
Consumption,9,20,4,0.9,9.4,0.83,18,12.2,12.9,4,Wed,Regular,1,-42.02040736,3831.835819,1281.248781,4252.221526,1832.124643,804.0559483,7260.226037,43548.68523,489.4339564
Consumption,9,20,5,0.9,9.4,0.86,19,11.7,11.3,4,Wed,Regular,1,-35.08875484,5375.183485,1263.271891,4256.222231,1831.326574,969.9629467,7760.028616,55141.52579,489.4339564
Consumption,9,20,6,0.7,8.9,0.86,18,11.1,11.3,4,Wed,Regular,1,-26.12682831,10972.15054,1886.323865,5173.573404,2091.918636,1691.817515,11131.30909,68944.08398,983.0198418
Consumption,9,20,7,0.7,9.4,0.86,19,11.7,11.3,4,Wed,Regular,1,-15.96930362,10224.99037,1928.110898,5627.146215,4030.299324,2039.465828,13631.22895,67578.5798,1083.846195
Consumption,9,20,8,0.7,10,0.83,19,12.8,16.1,4,Wed,Regular,1,-5.187299816,8052.513113,2814.925126,5797.671959,5441.506606,1717.94835,23543.99076,61631.45801,1559.330848
Consumption,9,20,9,0.8,10,0.75,19,14.4,16.1,4,Wed,Regular,1,5.806257986,8066.247794,3189.948816,5960.306829,5607.693795,1655.907032,22414.95008,55216.71326,2241.695419
Consumption,9,20,10,1,10.6,0.7,20,16.1,16.1,4,Wed,Regular,1,16.65049916,10015.23219,3130.789834,6010.155186,5944.970875,1249.427749,22763.41072,48645.86799,2240.951479
Consumption,9,20,11,1,11.1,0.7,21,16.7,16.1,4,Wed,Regular,1,26.93889905,10457.12256,3478.349058,5957.750421,6114.924689,1253.507025,23636.76127,49678.49967,2244.180045
Consumption,9,20,12,1,10.6,0.63,20,17.8,16.1,4,Wed,Regular,1,36.10879566,10300.87431,3327.451497,5772.235601,6211.631807,1269.749641,23982.80398,49623.45776,2252.115335
Consumption,9,20,13,1,11.7,0.78,21,15.6,16.1,4,Wed,Regular,1,43.31970996,10106.12286,3286.422058,5903.824806,6067.575329,1271.874012,23996.23462,49072.41946,2254.006383
Consumption,9,20,14,1,11.7,0.81,21,15,11.3,4,Wed,Regular,1,47.44894247,8098.809897,3211.846508,5952.739549,5965.176174,1265.663661,22697.79248,48021.36413,2251.094094
Consumption,9,20,15,1,11.1,0.72,20,16.1,16.1,4,Wed,Regular,1,47.53378146,8091.778169,3181.955961,5968.896826,5991.920837,1274.15891,22856.59822,52364.73824,2256.275525
Consumption,9,20,16,1,10.6,0.87,20,12.8,8,4,Wed,Regular,1,43.55009932,8048.053251,3138.944791,6050.757573,5610.679821,1341.604035,22595.38223,70661.74101,2247.781746
