Year,Month,Day,Hour,Electricity_KW_HR,Wind_Speed
2012,6,30,22,3180,5
2012,6,30,23,6556,4.6
2012,6,30,24,4204,NULL
2012,7,1,1,2064,3.8
2012,7,1,2,2072,3
2012,7,1,3,952,3.6
2012,7,1,4,1660,3.8
2012,7,1,5,2448,4.1
2012,7,1,6,2744,4.3
2012,7,1,7,3480,4.5
2012,7,1,8,4060,6.1
2012,7,1,9,10080,5.4
2012,7,1,10,6276,5.9
2012,7,1,11,8772,6.8
2012,7,1,12,12908,7.1
2012,7,1,13,16316,7
2012,7,1,14,16868,6.4
2012,7,1,15,12572,8.5
2012,7,1,16,26876,9.3
2012,7,1,17,33936,8.4
2012,7,1,18,24388,7.8
2012,7,1,19,20548,6.4
2012,7,1,20,11788,6.1
2012,7,1,21,9716,5.1
2012,7,1,22,6584,4.1
2012,7,1,23,2884,4.3
2012,7,1,24,3256,NULL
2012,7,2,1,8220,5.4
2012,7,2,2,6952,3.4
2012,7,2,3,1652,3.2
2012,7,2,4,1000,2.5
2012,7,2,5,376,3.7
2012,7,2,6,1976,4.8
2012,7,2,7,4668,6.2
2012,7,2,8,8792,4.8
2012,7,2,9,4444,3.8
2012,7,2,10,2164,3.2
2012,7,2,11,1352,2.9
2012,7,2,12,724,2.4
2012,7,2,13,292,2.9
2012,7,2,14,908,3
2012,7,2,15,884,2.9
2012,7,2,16,588,2.9
2012,7,2,17,1032,3.3
2012,7,2,18,1308,4
2012,7,2,19,2764,4.3
2012,7,2,20,3108,4
2012,7,2,21,2540,2.9
2012,7,2,22,928,3.4
2012,7,2,23,1468,4.6
2012,7,2,24,4248,NULL
2012,7,3,1,13120,6.7
2012,7,3,2,13512,5.8
2012,7,3,3,1488,6.5
2012,7,3,4,8684,5
2012,7,3,5,5400,4.9
2012,7,3,6,4968,5.1
2012,7,3,7,5564,5.2
2012,7,3,8,5772,4.3
2012,7,3,9,3528,3.8
2012,7,3,10,2252,4.8
2012,7,3,11,5200,4.8
2012,7,3,12,4544,4.8
2012,7,3,13,4420,4.6
2012,7,3,14,3644,4.8
2012,7,3,15,4776,4.7
2012,7,3,16,3992,4.5
2012,7,3,17,3240,4.9
2012,7,3,18,4800,4.5
2012,7,3,19,3876,2.4
2012,7,3,20,380,2.3
2012,7,3,21,268,2.2
2012,7,3,22,116,1.9
2012,7,3,23,8,2
2012,7,3,24,48,NULL
2012,7,4,1,816,4.1
2012,7,4,2,2836,4.3
2012,7,4,3,212,5.3
2012,7,4,4,6220,5.4
2012,7,4,5,8036,5.3
2012,7,4,6,6804,6.1
2012,7,4,7,10232,5.9
2012,7,4,8,8832,5.3
2012,7,4,9,6676,5.5
2012,7,4,10,6820,4.8
2012,7,4,11,4492,4.3
2012,7,4,12,2792,5.3
2012,7,4,13,6020,4.9
2012,7,4,14,4876,5.5
2012,7,4,15,6692,4.7
2012,7,4,16,4120,5.1
2012,7,4,17,5324,5.3
2012,7,4,18,6132,4.9
2012,7,4,19,5044,5
2012,7,4,20,5304,5.1
2012,7,4,21,5620,4.9
2012,7,4,22,5716,4.7
2012,7,4,23,4972,3.8
2012,7,4,24,2516,NULL
2012,7,5,1,1124,2.3
2012,7,5,2,556,1.9
2012,7,5,3,200,3.5
2012,7,5,4,1512,4.9
2012,7,5,5,5000,4.2
2012,7,5,6,3428,4.6
2012,7,5,7,4740,5.2
2012,7,5,8,5716,4.4
2012,7,5,9,3636,3.2
2012,7,5,10,1360,2.4
2012,7,5,11,260,2.2
2012,7,5,12,80,2.5
2012,7,5,13,296,2.4
2012,7,5,14,264,1.4
2012,7,5,15,52,3.3
2012,7,5,16,2684,3.4
2012,7,5,17,2148,3.5
2012,7,5,18,2168,1.9
2012,7,5,19,4,3.2
2012,7,5,20,1272,2.9
2012,7,5,21,1160,3.4
2012,7,5,22,2052,3.3
2012,7,5,23,1296,2
2012,7,5,24,256,NULL
2012,7,6,1,0,2.4
2012,7,6,2,280,2.6
2012,7,6,3,124,3.9
2012,7,6,4,2248,4.4
2012,7,6,5,3604,5.7
2012,7,6,6,8388,5.9
2012,7,6,7,9404,6.1
2012,7,6,8,10424,5.1
2012,7,6,9,5696,5.2
2012,7,6,10,5972,4.9
2012,7,6,11,5196,5
2012,7,6,12,5316,5.8
2012,7,6,13,7940,7.1
2012,7,6,14,15296,7.3
2012,7,6,15,16204,6.4
2012,7,6,16,10896,6.1
2012,7,6,17,9124,6.8
2012,7,6,18,13424,7.5
2012,7,6,19,19256,5.9
2012,7,6,20,9064,5
2012,7,6,21,5344,5.3
2012,7,6,22,6760,6.3
2012,7,6,23,10504,7.5
2012,7,6,24,20356,NULL
2012,7,7,1,15244,6.6
2012,7,7,2,12616,6
2012,7,7,3,1800,6.6
2012,7,7,4,10936,7.3
2012,7,7,5,17616,6.3
2012,7,7,6,12112,5.3
2012,7,7,7,6352,5.3
2012,7,7,8,6384,4.9
2012,7,7,9,5100,5.6
2012,7,7,10,7232,6.6
2012,7,7,11,12216,6.4
2012,7,7,12,11316,6.5
2012,7,7,13,11364,6.9
2012,7,7,14,13936,7.1
2012,7,7,15,15204,6.3
2012,7,7,16,11284,7.1
2012,7,7,17,17008,6
2012,7,7,18,10336,6.4
2012,7,7,19,11360,6.2
2012,7,7,20,10468,4.2
2012,7,7,21,2920,5.5
2012,7,7,22,8532,4
2012,7,7,23,3012,6.4
2012,7,7,24,11832,NULL
2012,7,8,1,9808,5
2012,7,8,2,9948,3.2
2012,7,8,3,536,3.9
2012,7,8,4,1752,4
2012,7,8,5,3000,5.4
2012,7,8,6,8116,4.8
2012,7,8,7,5504,5.6
2012,7,8,8,8448,4
2012,7,8,9,2864,6.1
2012,7,8,10,10024,6.6
2012,7,8,11,12964,8.4
2012,7,8,12,26620,6.5
2012,7,8,13,12572,8.4
2012,7,8,14,25388,9.1
2012,7,8,15,31544,10.7
2012,7,8,16,42940,8.7
2012,7,8,17,27900,9.8
2012,7,8,18,36052,10.3
2012,7,8,19,39856,8.7
2012,7,8,20,27820,8.9
2012,7,8,21,30104,8.6
2012,7,8,22,27672,7.7
2012,7,8,23,19716,7.1
2012,7,8,24,16164,NULL
2012,7,9,1,17416,7.4
2012,7,9,2,18316,5.8
2012,7,9,3,5456,6.3
2012,7,9,4,9292,6.8
2012,7,9,5,15392,6.6
2012,7,9,6,12648,6.1
2012,7,9,7,9916,6.1
2012,7,9,8,9900,6.1
2012,7,9,9,9876,6.3
2012,7,9,10,10664,6.2
2012,7,9,11,10264,5.8
2012,7,9,12,8232,5.8
2012,7,9,13,7968,6
2012,7,9,14,8816,5.7
2012,7,9,15,6904,6.1
2012,7,9,16,8912,5.4
2012,7,9,17,6732,5.3
2012,7,9,18,6468,4.7
2012,7,9,19,4308,4.4
2012,7,9,20,3632,3.8
2012,7,9,21,2196,4.3
2012,7,9,22,3424,4.9
2012,7,9,23,4928,4.4
2012,7,9,24,3636,NULL
2012,7,10,1,1128,3.7
2012,7,10,2,2152,3.1
2012,7,10,3,572,3.6
2012,7,10,4,1512,3.5
2012,7,10,5,1632,3.2
2012,7,10,6,1140,3.1
2012,7,10,7,1244,3
2012,7,10,8,1008,2.8
2012,7,10,9,808,2.6
2012,7,10,10,528,1.3
2012,7,10,11,12,2.3
2012,7,10,12,208,2.6
2012,7,10,13,552,3.2
2012,7,10,14,1148,3.8
2012,7,10,15,2256,5.8
2012,7,10,16,8260,5.4
2012,7,10,17,7376,5.5
2012,7,10,18,7072,5.5
2012,7,10,19,6724,4.7
2012,7,10,20,4268,4.7
2012,7,10,21,4456,5.1
2012,7,10,22,5692,5.4
2012,7,10,23,6628,4.8
2012,7,10,24,4612,NULL
2012,7,11,1,6220,6.1
2012,7,11,2,10432,4.9
2012,7,11,3,2572,6.6
2012,7,11,4,11880,7.4
2012,7,11,5,18236,6.6
2012,7,11,6,13112,6.3
2012,7,11,7,11020,7.5
2012,7,11,8,18996,7.6
2012,7,11,9,20100,6.5
2012,7,11,10,12084,6.5
2012,7,11,11,11352,7
2012,7,11,12,14544,7.8
2012,7,11,13,19740,8.6
2012,7,11,14,27280,7
2012,7,11,15,15372,9.2
2012,7,11,16,33740,9.1
2012,7,11,17,31356,9.2
2012,7,11,18,31360,8.5
2012,7,11,19,25524,7.1
2012,7,11,20,15148,8.3
2012,7,11,21,26436,7.1
2012,7,11,22,16564,7.6
2012,7,11,23,19948,8.1
2012,7,11,24,22972,NULL
2012,7,12,1,21148,6.9
2012,7,12,2,14484,6.2
2012,7,12,3,3532,7.7
2012,7,12,4,18480,7.9
2012,7,12,5,22748,8.3
2012,7,12,6,28912,8.6
2012,7,12,7,27996,9.2
2012,7,12,8,33288,9.2
2012,7,12,9,32412,7.8
2012,7,12,10,20884,7.5
2012,7,12,11,18172,7.7
2012,7,12,12,19468,7.2
2012,7,12,13,15384,6.3
2012,7,12,14,10332,5.8
2012,7,12,15,8132,6.2
2012,7,12,16,10136,5.7
2012,7,12,17,7328,5.4
2012,7,12,18,6724,5.6
2012,7,12,19,7364,5.8
2012,7,12,20,8020,5.4
2012,7,12,21,6792,4.9
2012,7,12,22,4496,4.5
2012,7,12,23,3932,4.7
2012,7,12,24,4756,NULL
2012,7,13,1,5092,6.8
2012,7,13,2,18600,5.9
2012,7,13,3,4152,6.6
2012,7,13,4,11792,7.5
2012,7,13,5,19124,7.4
2012,7,13,6,18340,7.2
2012,7,13,7,16412,7.1
2012,7,13,8,15052,8.1
2012,7,13,9,23268,7.5
2012,7,13,10,14588,6.7
2012,7,13,11,0,7.2
2012,7,13,12,4624,6.7
2012,7,13,13,13924,7.3
2012,7,13,14,17388,5.7
2012,7,13,15,7764,5.6
2012,7,13,16,9968,7.4
2012,7,13,17,17700,6.7
2012,7,13,18,13432,6.3
2012,7,13,19,10716,6.2
2012,7,13,20,10416,5.6
2012,7,13,21,7908,4.5
2012,7,13,22,4132,4.7
2012,7,13,23,4604,5.7
2012,7,13,24,8152,NULL
2012,7,14,1,4228,4.6
2012,7,14,2,4472,4.1
2012,7,14,3,656,5
2012,7,14,4,2900,4.7
2012,7,14,5,4488,4.8
2012,7,14,6,4552,5.8
2012,7,14,7,8880,6.9
2012,7,14,8,14540,7.5
2012,7,14,9,18376,8.3
2012,7,14,10,25016,9.2
2012,7,14,11,33108,9.8
2012,7,14,12,38000,10
2012,7,14,13,39908,10.4
2012,7,14,14,40924,9.9
2012,7,14,15,37332,9
2012,7,14,16,30524,7.9
2012,7,14,17,21696,7.3
2012,7,14,18,17768,6.8
2012,7,14,19,13632,6.2
2012,7,14,20,10576,5.7
2012,7,14,21,7780,5
2012,7,14,22,5772,5.2
2012,7,14,23,6152,6.6
2012,7,14,24,12948,NULL
2012,7,15,1,10788,6.2
2012,7,15,2,9892,4.7
2012,7,15,3,1332,5.8
2012,7,15,4,6052,5.2
2012,7,15,5,6112,4.9
2012,7,15,6,5004,4.8
2012,7,15,7,4812,4.9
2012,7,15,8,5332,3.8
2012,7,15,9,2492,4.1
2012,7,15,10,3160,4.2
2012,7,15,11,2852,3.4
2012,7,15,12,1420,3
2012,7,15,13,924,4.7
2012,7,15,14,4488,5.5
2012,7,15,15,8496,5.2
2012,7,15,16,5960,4
2012,7,15,17,2384,5.7
2012,7,15,18,8004,4.3
2012,7,15,19,3736,4.4
2012,7,15,20,3820,4.5
2012,7,15,21,3876,4.7
2012,7,15,22,4576,4.8
2012,7,15,23,4860,5.5
2012,7,15,24,7252,NULL
2012,7,16,1,9416,6.6
2012,7,16,2,12512,4.9
2012,7,16,3,224,6.1
2012,7,16,4,9652,6.2
2012,7,16,5,10736,6.3
2012,7,16,6,13860,6.6
2012,7,16,7,13096,6.8
2012,7,16,8,13624,5.9
2012,7,16,9,8512,6.1
2012,7,16,10,9664,6.6
2012,7,16,11,12264,7.2
2012,7,16,12,14712,7.6
2012,7,16,13,19208,7.9
2012,7,16,14,21268,6.9
2012,7,16,15,15148,6.9
2012,7,16,16,15476,6.8
2012,7,16,17,14248,8.1
2012,7,16,18,23864,6.1
2012,7,16,19,9556,7.3
2012,7,16,20,19080,7.4
2012,7,16,21,18284,8.9
2012,7,16,22,31868,8.3
2012,7,16,23,26972,10.7
2012,7,16,24,43508,NULL
2012,7,17,1,43804,10
2012,7,17,2,38540,7.9
2012,7,17,3,9804,7.9
2012,7,17,4,17752,8.2
2012,7,17,5,25680,8.1
2012,7,17,6,23772,7.7
2012,7,17,7,20432,7.3
2012,7,17,8,17640,7.2
2012,7,17,9,17320,7.4
2012,7,17,10,17352,7
2012,7,17,11,14420,6.2
2012,7,17,12,10336,7.4
2012,7,17,13,17944,7.9
2012,7,17,14,20780,8
2012,7,17,15,22216,7.7
2012,7,17,16,18812,8
2012,7,17,17,22156,7.4
2012,7,17,18,16960,7.3
2012,7,17,19,16376,6.7
2012,7,17,20,12992,5.8
2012,7,17,21,8508,4.9
2012,7,17,22,5400,6.3
2012,7,17,23,11584,7.3
2012,7,17,24,16696,NULL
2012,7,18,1,13896,6.3
2012,7,18,2,10692,6.8
2012,7,18,3,14012,7
2012,7,18,4,14984,6
2012,7,18,5,9508,6.9
2012,7,18,6,15668,6.9
2012,7,18,7,14276,5.7
2012,7,18,8,7728,5.6
2012,7,18,9,7336,6.1
2012,7,18,10,10144,6.1
2012,7,18,11,9760,7.1
2012,7,18,12,14660,7.7
2012,7,18,13,19508,7.9
2012,7,18,14,20904,8.4
2012,7,18,15,25036,9.3
2012,7,18,16,32252,7.8
2012,7,18,17,19528,8
2012,7,18,18,21908,7.5
2012,7,18,19,17852,5.8
2012,7,18,20,8252,6.8
2012,7,18,21,13264,6.2
2012,7,18,22,10208,6.1
2012,7,18,23,10112,6.5
2012,7,18,24,12864,NULL
2012,7,19,1,12196,6.5
2012,7,19,2,14040,7.4
2012,7,19,3,18176,7.8
2012,7,19,4,21324,8.4
2012,7,19,5,25612,9.5
2012,7,19,6,34596,8.4
2012,7,19,7,26296,7.6
2012,7,19,8,18668,8
2012,7,19,9,22024,7.9
2012,7,19,10,21320,8.6
2012,7,19,11,28508,7.7
2012,7,19,12,20328,8.8
2012,7,19,13,28832,9.4
2012,7,19,14,34536,9.3
2012,7,19,15,32788,9.2
2012,7,19,16,32456,9.7
2012,7,19,17,36816,9.1
2012,7,19,18,30240,9.9
2012,7,19,19,38296,8.2
2012,7,19,20,24328,7
2012,7,19,21,15888,6.1
2012,7,19,22,9544,5
2012,7,19,23,5372,5.7
2012,7,19,24,8168,NULL
2012,7,20,1,6216,5.2
2012,7,20,2,6032,5.5
2012,7,20,3,7276,5.2
2012,7,20,4,6528,4.2
2012,7,20,5,3240,3.8
2012,7,20,6,2572,3.9
2012,7,20,7,2260,3.8
2012,7,20,8,2108,3.5
2012,7,20,9,1560,3.4
2012,7,20,10,1396,3.5
2012,7,20,11,1576,3.3
2012,7,20,12,1172,3.3
2012,7,20,13,1348,3.3
2012,7,20,14,1196,3.9
2012,7,20,15,2540,4.5
2012,7,20,16,4000,4.6
2012,7,20,17,5632,5.5
2012,7,20,18,6624,4.5
2012,7,20,19,4088,2.1
2012,7,20,20,108,2.4
2012,7,20,21,276,3
2012,7,20,22,1036,1.4
2012,7,20,23,16,1
2012,7,20,24,0,NULL
2012,7,21,1,4,3.4
2012,7,21,2,1592,3.4
2012,7,21,3,1540,3.9
2012,7,21,4,2312,4
2012,7,21,5,2732,3.4
2012,7,21,6,1468,2.9
2012,7,21,7,908,3.2
2012,7,21,8,1284,3.1
2012,7,21,9,1096,3.6
2012,7,21,10,1844,3.7
2012,7,21,11,1820,3.5
2012,7,21,12,1396,3.3
2012,7,21,13,1368,3.8
2012,7,21,14,2136,3.6
2012,7,21,15,1836,4
2012,7,21,16,2428,4.9
2012,7,21,17,4552,4.9
2012,7,21,18,4948,5
2012,7,21,19,5216,4.9
2012,7,21,20,4996,4.8
2012,7,21,21,4424,4.2
2012,7,21,22,3272,4.5
2012,7,21,23,4012,4.8
2012,7,21,24,4628,NULL
2012,7,22,1,2380,3.8
2012,7,22,2,2504,3.7
2012,7,22,3,1996,3.8
2012,7,22,4,2348,4.1
2012,7,22,5,3252,3.8
2012,7,22,6,2064,3.1
2012,7,22,7,1008,2.7
2012,7,22,8,600,1.9
2012,7,22,9,16,1.5
2012,7,22,10,0,1.9
2012,7,22,11,28,2.1
2012,7,22,12,124,2.3
2012,7,22,13,236,2.1
2012,7,22,14,244,2.1
2012,7,22,15,24,1.7
2012,7,22,16,4,2.2
2012,7,22,17,48,1.8
2012,7,22,18,20,1.5
2012,7,22,19,4,2.4
2012,7,22,20,272,2.5
2012,7,22,21,336,3.3
2012,7,22,22,1492,3.8
2012,7,22,23,2340,4.4
2012,7,22,24,3648,NULL
2012,7,23,1,7952,5.5
2012,7,23,2,7092,5.3
2012,7,23,3,7188,6.1
2012,7,23,4,10296,6.2
2012,7,23,5,10296,7
2012,7,23,6,15240,6.2
2012,7,23,7,11300,5.7
2012,7,23,8,9336,4.4
2012,7,23,9,3888,3.9
2012,7,23,10,2268,3.5
2012,7,23,11,1608,3
2012,7,23,12,768,2.9
2012,7,23,13,796,2.8
2012,7,23,14,672,2.9
2012,7,23,15,624,3.2
2012,7,23,16,1092,3.1
2012,7,23,17,932,3.4
2012,7,23,18,1340,4
2012,7,23,19,2588,4.1
2012,7,23,20,2820,4.4
2012,7,23,21,3856,5.5
2012,7,23,22,6572,5.7
2012,7,23,23,8544,6.4
2012,7,23,24,12256,NULL
2012,7,24,1,9860,4.7
2012,7,24,2,6524,4.2
2012,7,24,3,3008,4
2012,7,24,4,2140,4.4
2012,7,24,5,3372,4.3
2012,7,24,6,3008,4
2012,7,24,7,2244,4.3
2012,7,24,8,2968,4.2
2012,7,24,9,3052,3
2012,7,24,10,1012,2.9
2012,7,24,11,840,2.6
2012,7,24,12,436,3.4
2012,7,24,13,1480,3.9
2012,7,24,14,2304,3.8
2012,7,24,15,2084,3.8
2012,7,24,16,1752,3.5
2012,7,24,17,1548,3.4
2012,7,24,18,1432,3.8
2012,7,24,19,2076,3.6
2012,7,24,20,1756,3.6
2012,7,24,21,1796,3.6
2012,7,24,22,1936,4.1
2012,7,24,23,2820,3.7
2012,7,24,24,2108,NULL
2012,7,25,1,1400,2.9
2012,7,25,2,828,2.4
2012,7,25,3,340,1.9
2012,7,25,4,12,1.9
2012,7,25,5,72,0.8
2012,7,25,6,0,1
2012,7,25,7,0,2
2012,7,25,8,4,1.9
2012,7,25,9,20,1.4
2012,7,25,10,0,1.9
2012,7,25,11,52,2.3
2012,7,25,12,140,2.2
2012,7,25,13,148,2.4
2012,7,25,14,320,2.8
2012,7,25,15,596,3.2
2012,7,25,16,1144,3.7
2012,7,25,17,1752,3.5
2012,7,25,18,1408,3.7
2012,7,25,19,1852,4
2012,7,25,20,2796,5
2012,7,25,21,5588,5.1
2012,7,25,22,5892,5.5
2012,7,25,23,8004,5.3
2012,7,25,24,6716,NULL
2012,7,26,1,4640,5.1
2012,7,26,2,5500,5
2012,7,26,3,5088,3.8
2012,7,26,4,2248,3.3
2012,7,26,5,1348,2.3
2012,7,26,6,340,2.4
2012,7,26,7,432,2.3
2012,7,26,8,300,2.1
2012,7,26,9,88,1.9
2012,7,26,10,36,1.7
2012,7,26,11,4,2.5
2012,7,26,12,236,2.8
2012,7,26,13,564,2.8
2012,7,26,14,592,2.5
2012,7,26,15,344,2.8
2012,7,26,16,552,3.2
2012,7,26,17,1052,2.8
2012,7,26,18,552,2.8
2012,7,26,19,624,3.5
2012,7,26,20,1620,4.2
2012,7,26,21,3396,4.5
2012,7,26,22,3896,4.1
2012,7,26,23,2904,4.4
2012,7,26,24,4012,NULL
2012,7,27,1,4672,5.4
2012,7,27,2,7052,5.3
2012,7,27,3,6476,3.6
2012,7,27,4,1772,2.5
2012,7,27,5,512,2.5
2012,7,27,6,516,2.8
2012,7,27,7,928,4
2012,7,27,8,2620,4.2
2012,7,27,9,3016,2.4
2012,7,27,10,336,2.2
2012,7,27,11,132,2.8
2012,7,27,12,672,3.5
2012,7,27,13,1532,2.8
2012,7,27,14,588,1
2012,7,27,15,0,2.6
2012,7,27,16,260,1.9
2012,7,27,17,40,2.4
2012,7,27,18,228,3.2
2012,7,27,19,0,3.5
2012,7,27,20,0,5.3
2012,7,27,21,0,5.3
2012,7,27,22,0,3.6
2012,7,27,23,0,3.3
2012,7,27,24,0,NULL
2012,7,28,1,0,0.8
2012,7,28,2,0,0.8
2012,7,28,3,0,1
2012,7,28,4,0,1.3
2012,7,28,5,0,2
2012,7,28,6,0,1.6
2012,7,28,7,0,0.8
2012,7,28,8,0,0.8
2012,7,28,9,0,1.6
2012,7,28,10,0,2.8
2012,7,28,11,356,2
2012,7,28,12,100,1.1
2012,7,28,13,0,1.6
2012,7,28,14,68,3.7
2012,7,28,15,1900,3.7
2012,7,28,16,1896,3.5
2012,7,28,17,1532,3.5
2012,7,28,18,1696,4.6
2012,7,28,19,3808,5.7
2012,7,28,20,8012,7.1
2012,7,28,21,15680,6.2
2012,7,28,22,10788,6.2
2012,7,28,23,10448,5.1
2012,7,28,24,6564,NULL
2012,7,29,1,7356,5.1
2012,7,29,2,5496,4.7
2012,7,29,3,4380,4.9
2012,7,29,4,5160,6
2012,7,29,5,9040,7.1
2012,7,29,6,15060,6.9
2012,7,29,7,14416,6.1
2012,7,29,8,10376,5.6
2012,7,29,9,7596,5.3
2012,7,29,10,6088,5.5
2012,7,29,11,6724,5.5
2012,7,29,12,6520,6.5
2012,7,29,13,11280,6.6
2012,7,29,14,11892,6.5
2012,7,29,15,12032,6.7
2012,7,29,16,13160,6.8
2012,7,29,17,12652,7
2012,7,29,18,15076,6.7
2012,7,29,19,13000,5.1
2012,7,29,20,6808,5.1
2012,7,29,21,5940,4.3
2012,7,29,22,4448,6.1
2012,7,29,23,10240,6.6
2012,7,29,24,13260,NULL
2012,7,30,1,7332,5.3
2012,7,30,2,6572,5.9
2012,7,30,3,8900,6.2
2012,7,30,4,10768,6.3
2012,7,30,5,11252,6.6
2012,7,30,6,13424,6.9
2012,7,30,7,15220,6.7
2012,7,30,8,13600,6.3
2012,7,30,9,11300,5.5
2012,7,30,10,7280,5.2
2012,7,30,11,6012,5.8
2012,7,30,12,8416,7.6
2012,7,30,13,19356,7.5
2012,7,30,14,18088,7.1
2012,7,30,15,15564,3.3
2012,7,30,16,1168,5.2
2012,7,30,17,9344,4.4
2012,7,30,18,4128,5.1
2012,7,30,19,5232,4
2012,7,30,20,2444,2.7
2012,7,30,21,672,4.5
2012,7,30,22,3884,5
2012,7,30,23,5064,4.6
2012,7,30,24,4452,NULL
2012,7,31,1,2748,4.2
2012,7,31,2,3272,4.4
2012,7,31,3,3540,4.1
2012,7,31,4,3016,3.8
2012,7,31,5,2276,4.1
2012,7,31,6,2988,4.4
2012,7,31,7,3568,4.3
2012,7,31,8,3384,3.9
2012,7,31,9,2376,4
2012,7,31,10,2616,4.1
2012,7,31,11,3032,4.2
2012,7,31,12,3084,5.1
2012,7,31,13,5824,7.7
2012,7,31,14,19604,7.5
2012,7,31,15,19372,6.6
2012,7,31,16,11848,5.7
2012,7,31,17,8324,6.2
2012,7,31,18,10340,5.2
2012,7,31,19,6796,5
2012,7,31,20,5496,4.7
2012,7,31,21,4468,4.3
2012,7,31,22,3488,3.4
2012,7,31,23,1888,2.2
2012,7,31,24,184,NULL
2012,8,1,1,1548,3.7
2012,8,1,2,2044,4.3
2012,8,1,3,4364,5.2
2012,8,1,4,6324,6.6
2012,8,1,5,12712,7.2
2012,8,1,6,17568,7.7
2012,8,1,7,20748,6.8
2012,8,1,8,16604,5.6
2012,8,1,9,8032,3.8
2012,8,1,10,2148,5.1
2012,8,1,11,5316,5.9
2012,8,1,12,8944,6.8
2012,8,1,13,13268,6.3
2012,8,1,14,10304,6.8
2012,8,1,15,12692,6.2
2012,8,1,16,10532,4.1
2012,8,1,17,3196,2.8
2012,8,1,18,816,1.2
2012,8,1,19,0,3
2012,8,1,20,1200,3.8
2012,8,1,21,2500,3.2
2012,8,1,22,1488,3.1
2012,8,1,23,1076,3.2
2012,8,1,24,1308,NULL
2012,8,2,1,4372,4.5
2012,8,2,2,4560,4.7
2012,8,2,3,4092,5.7
2012,8,2,4,7444,6.3
2012,8,2,5,10460,7
2012,8,2,6,16996,7.2
2012,8,2,7,15992,6.5
2012,8,2,8,12060,6.6
2012,8,2,9,13116,5.9
2012,8,2,10,8188,6
2012,8,2,11,9068,5.4
2012,8,2,12,6676,5.2
2012,8,2,13,5876,5.3
2012,8,2,14,6180,4.7
2012,8,2,15,4480,4.9
2012,8,2,16,4840,5.4
2012,8,2,17,6860,5
2012,8,2,18,5360,5
2012,8,2,19,5240,4.1
2012,8,2,20,3080,2.2
2012,8,2,21,216,1.6
2012,8,2,22,60,0.6
2012,8,2,23,0,1.3
2012,8,2,24,72,NULL
2012,8,3,1,2864,5.8
2012,8,3,2,8756,6.5
2012,8,3,3,13992,4.9
2012,8,3,4,5372,6.2
2012,8,3,5,11236,7
2012,8,3,6,15572,6.3
2012,8,3,7,12092,5.7
2012,8,3,8,7492,4.2
2012,8,3,9,3168,4.3
2012,8,3,10,3136,4.5
2012,8,3,11,3400,4.5
2012,8,3,12,3524,5.5
2012,8,3,13,7036,6
2012,8,3,14,8576,6.4
2012,8,3,15,11096,6.4
2012,8,3,16,11488,5.8
2012,8,3,17,8492,5.5
2012,8,3,18,7720,4.7
2012,8,3,19,4932,3.8
2012,8,3,20,2452,2.1
2012,8,3,21,132,4.2
2012,8,3,22,3788,5.4
2012,8,3,23,8652,5.9
2012,8,3,24,9860,NULL
2012,8,4,1,7096,5.5
2012,8,4,2,6912,4.9
2012,8,4,3,5500,5
2012,8,4,4,5468,4.4
2012,8,4,5,3724,4.2
2012,8,4,6,3732,4.7
2012,8,4,7,5156,5.2
2012,8,4,8,6716,5
2012,8,4,9,6308,5.5
2012,8,4,10,7424,5.5
2012,8,4,11,7444,7.1
2012,8,4,12,14924,7.4
2012,8,4,13,16896,6.8
2012,8,4,14,12864,7.3
2012,8,4,15,16488,7.6
2012,8,4,16,19164,6.8
2012,8,4,17,13144,7.1
2012,8,4,18,15272,6.1
2012,8,4,19,10612,5.4
2012,8,4,20,6552,4.1
2012,8,4,21,3256,4.1
2012,8,4,22,4004,2.2
2012,8,4,23,260,1.8
2012,8,4,24,4,NULL
2012,8,5,1,148,2.6
2012,8,5,2,708,3.5
2012,8,5,3,2228,2.8
2012,8,5,4,936,2.9
2012,8,5,5,964,3.6
2012,8,5,6,2032,1.7
2012,8,5,7,64,1.5
2012,8,5,8,36,0.4
2012,8,5,9,0,1.5
2012,8,5,10,52,2.7
2012,8,5,11,580,2.8
2012,8,5,12,636,4.1
2012,8,5,13,2784,5.1
2012,8,5,14,5720,5.3
2012,8,5,15,5980,6
2012,8,5,16,8840,5
2012,8,5,17,5228,4.9
2012,8,5,18,4928,5.5
2012,8,5,19,7928,4.2
2012,8,5,20,3356,4.6
2012,8,5,21,4380,4.7
2012,8,5,22,4504,5.5
2012,8,5,23,7408,5.1
2012,8,5,24,6268,NULL
2012,8,6,1,6208,6.5
2012,8,6,2,12552,6.4
2012,8,6,3,11668,6.8
2012,8,6,4,13896,6.1
2012,8,6,5,10204,6.1
2012,8,6,6,10048,6.5
2012,8,6,7,12240,6.5
2012,8,6,8,12140,7.1
2012,8,6,9,15464,8
2012,8,6,10,22304,8.4
2012,8,6,11,25576,8.1
2012,8,6,12,22456,7.7
2012,8,6,13,20736,8.5
2012,8,6,14,27596,8.1
2012,8,6,15,24008,7.5
2012,8,6,16,18696,7.3
2012,8,6,17,17408,7
2012,8,6,18,14172,6.8
2012,8,6,19,15612,8.1
2012,8,6,20,23512,7.8
2012,8,6,21,20860,6.7
2012,8,6,22,13308,5.9
2012,8,6,23,9152,6.4
2012,8,6,24,11456,NULL
