Location,Year,Month,Day,Hour,Cloud_Cover_Fraction,Dew_Point,Humidity_Fraction,Precipitation,Pressure,Temperature,Visibility,Wind_Speed
Solar Array,2013,9,6,3,0,7.2,0.8274,,,10,16.093,2.57
Solar Array,2013,9,6,4,0,6.7,0.8323,,,9.4,16.093,0
Solar Array,2013,9,6,5,0,7.8,0.862,,,10,16.093,1.54
Solar Array,2013,9,6,6,0,7.2,0.8614,,,9.4,16.093,2.57
Solar Array,2013,9,6,7,0,7.2,0.8909,,,8.9,16.093,2.06
Solar Array,2013,9,6,8,0,8.3,0.8918,,,10,16.093,0
Solar Array,2013,9,6,9,0,9.4,0.8301,,,12.2,16.093,3.6
Solar Array,2013,9,6,10,0,10,0.7734,,,13.9,16.093,4.63
Solar Array,2013,9,6,11,,,,,,,,
Solar Array,2013,9,6,12,0,11.1,0.587,,,19.4,16.093,4.12
Solar Array,2013,9,6,13,0,10.6,0.5272,,,20.6,16.093,3.09
Solar Array,2013,9,6,14,0,11.1,0.4942,,,22.2,16.093,4.12
Solar Array,2013,9,6,15,0,10.6,0.4473,,,23.3,16.093,5.66
Solar Array,2013,9,6,16,0,10.6,0.4473,,,23.3,16.093,4.12
Solar Array,2013,9,6,17,0,11.1,0.446,,,23.9,16.093,4.12
Solar Array,2013,9,6,18,0,10.6,0.4315,,,23.9,16.093,4.12
Solar Array,2013,9,6,19,0,12.2,0.5125,,,22.8,16.093,3.09
Solar Array,2013,9,6,20,0,12.2,0.5479,,,21.7,16.093,3.09
Solar Array,2013,9,6,21,0,12.2,0.6082,,,20,16.093,2.57
Solar Array,2013,9,6,22,0,12.8,0.7032,,,18.3,16.093,3.6
Solar Array,2013,9,6,23,0,12.2,0.6761,,,18.3,16.093,3.6
Solar Array,2013,9,7,0,0,12.2,0.6761,,,18.3,16.093,3.09
Solar Array,2013,9,7,1,0.25,12.2,0.6976,,,17.8,16.093,3.09
Solar Array,2013,9,7,2,0.5,11.7,0.7011,,,17.2,16.093,4.63
Solar Array,2013,9,7,3,0.9,11.7,0.675,,,17.8,16.093,3.6
Solar Array,2013,9,7,4,1,11.7,0.7011,,,17.2,16.093,3.09
Solar Array,2013,9,7,5,0.9,11.7,0.7011,,,17.2,16.093,3.09
Solar Array,2013,9,7,6,0.25,12.2,0.7245,,,17.2,16.093,3.6
Solar Array,2013,9,7,7,0,12.8,0.7256,,,17.8,16.093,3.6
Solar Array,2013,9,7,8,0.9,12.8,0.7032,,,18.3,16.093,4.63
Solar Array,2013,9,7,9,1,13.9,0.7554,0,,18.3,16.093,3.6
Solar Array,2013,9,7,10,1,15,0.7296,0,,20,16.093,5.14
Solar Array,2013,9,7,11,1,16.7,0.8441,0.25,,19.4,8.0467,2.57
Solar Array,2013,9,7,12,0.25,18.3,0.8407,0.76,,21.1,16.093,4.63
Solar Array,2013,9,7,13,0.9,18.3,0.8104,,,21.7,16.093,4.12
Solar Array,2013,9,7,14,0,18.3,0.758,,,22.8,16.093,5.14
Solar Array,2013,9,7,15,1,18.9,0.7365,,,23.9,16.093,5.14
Solar Array,2013,9,7,16,1,20,0.7886,0.25,,23.9,14.484,4.12
Solar Array,2013,9,7,17,0.5,20.6,0.7942,0,,24.4,16.093,4.63
Solar Array,2013,9,7,18,1,20,0.8176,0.51,,23.3,11.265,4.12
Solar Array,2013,9,7,19,0.9,20,0.8738,0,,22.2,11.265,3.6
Solar Array,2013,9,7,20,0.25,20,0.9009,,,21.7,8.0467,2.57
Solar Array,2013,9,7,21,0.5,20,0.9009,,,21.7,9.6561,2.57
Solar Array,2013,9,7,22,0,19.4,0.9004,,,21.1,12.875,3.09
Solar Array,2013,9,7,23,0.9,20,0.9345,,,21.1,11.265,3.6
Solar Array,2013,9,8,0,1,20,0.9009,,,21.7,8.0467,3.09
Solar Array,2013,9,8,1,1,20,0.9009,,,21.7,16.093,4.63
Solar Array,2013,9,8,2,1,19.4,0.9004,,,21.1,14.484,3.6
Solar Array,2013,9,8,3,1,18.9,0.9001,,,20.6,16.093,3.09
Solar Array,2013,9,8,4,1,18.3,0.8996,,,20,16.093,5.14
Solar Array,2013,9,8,5,1,16.7,0.8441,,,19.4,16.093,6.69
Solar Array,2013,9,8,6,1,15,0.7812,,,18.9,16.093,7.2
Solar Array,2013,9,8,7,1,15,0.8111,,,18.3,16.093,5.14
Solar Array,2013,9,8,8,1,12.2,0.6761,,,18.3,16.093,6.69
Solar Array,2013,9,8,9,1,12.2,0.6761,,,18.3,16.093,4.63
Solar Array,2013,9,8,10,0.9,12.2,0.6512,,,18.9,16.093,7.2
Solar Array,2013,9,8,11,0,10.6,0.5471,,,20,16.093,7.72
Solar Array,2013,9,8,12,0,11.1,0.5451,,,20.6,16.093,7.2
Solar Array,2013,9,8,13,0,11.1,0.5286,,,21.1,16.093,7.2
Solar Array,2013,9,8,14,0,11.1,0.5286,,,21.1,16.093,7.2
Solar Array,2013,9,8,15,0,11.1,0.5286,,,21.1,16.093,6.69
Solar Array,2013,9,8,16,0,11.1,0.5656,,,20,16.093,6.17
Solar Array,2013,9,8,17,0,11.1,0.5656,,,20,16.093,6.69
Solar Array,2013,9,8,18,0,10.6,0.5858,,,18.9,16.093,6.17
Solar Array,2013,9,8,19,0,10,0.6029,,,17.8,16.093,4.63
Solar Array,2013,9,8,20,0,10.6,0.7215,,,15.6,16.093,3.09
Solar Array,2013,9,8,21,0,10.6,0.7498,,,15,16.093,3.09
Solar Array,2013,9,8,22,0,9.4,0.7725,,,13.3,16.093,2.57
Solar Array,2013,9,8,23,0,9.4,0.7981,,,12.8,16.093,3.09
Solar Array,2013,9,9,0,0,9.4,0.8301,,,12.2,16.093,2.57
Solar Array,2013,9,9,1,0,9.4,0.8301,,,12.2,16.093,0
Solar Array,2013,9,9,2,0,9.4,0.8579,,,11.7,16.093,0
Solar Array,2013,9,9,3,0,9.4,0.8579,,,11.7,16.093,0
Solar Array,2013,9,9,4,0,9.4,0.7981,,,12.8,16.093,0
Solar Array,2013,9,9,5,0,10,0.8642,,,12.2,16.093,2.06
Solar Array,2013,9,9,6,1,11.1,0.8941,,,12.8,16.093,0
Solar Array,2013,9,9,7,1,11.7,0.8659,,,13.9,16.093,0
Solar Array,2013,9,9,8,1,12.2,0.8664,,,14.4,16.093,1.54
Solar Array,2013,9,9,9,0,13.3,0.8036,,,16.7,16.093,3.09
Solar Array,2013,9,9,10,0.5,13.3,0.7265,,,18.3,16.093,3.6
Solar Array,2013,9,9,11,1,13.9,0.7554,,,18.3,16.093,2.06
Solar Array,2013,9,9,12,1,14.4,0.7803,0,,18.3,16.093,2.06
Solar Array,2013,9,9,13,0.9,15.6,0.787,0,,19.4,16.093,4.12
Solar Array,2013,9,9,14,0.9,17.2,0.7336,,,22.2,16.093,3.6
Solar Array,2013,9,9,15,0,17.8,0.7128,,,23.3,16.093,2.57
Solar Array,2013,9,9,16,0,18.3,0.6643,,,25,16.093,2.57
Solar Array,2013,9,9,17,0,19.4,0.6866,,,25.6,16.093,3.6
Solar Array,2013,9,9,18,0,19.4,0.6866,,,25.6,16.093,3.6
Solar Array,2013,9,9,19,0,20,0.7126,,,25.6,16.093,3.6
Solar Array,2013,9,9,20,0.25,20,0.7653,,,24.4,16.093,3.6
Solar Array,2013,9,9,21,0,20.6,0.8183,,,23.9,16.093,4.63
Solar Array,2013,9,9,22,0,20.6,0.8484,,,23.3,16.093,5.14
Solar Array,2013,9,9,23,0,20.6,0.8744,,,22.8,16.093,5.14
Solar Array,2013,9,10,0,0,20,0.8738,,,22.2,14.484,5.14
Solar Array,2013,9,10,1,0,20.6,0.8744,,,22.8,12.875,5.66
Solar Array,2013,9,10,2,0,20.6,0.8744,,,22.8,14.484,4.63
Solar Array,2013,9,10,3,0,20.6,0.8744,,,22.8,12.875,3.09
Solar Array,2013,9,10,4,0,21.1,0.8748,,,23.3,12.875,3.6
Solar Array,2013,9,10,5,0,21.7,0.8197,,,25,14.484,6.17
Solar Array,2013,9,10,6,0,21.7,0.8197,,,25,14.484,6.17
Solar Array,2013,9,10,7,0,21.7,0.8197,,,25,16.093,5.66
Solar Array,2013,9,10,8,0,21.1,0.7902,,,25,14.484,5.66
Solar Array,2013,9,10,9,0,21.7,0.791,,,25.6,16.093,7.2
Solar Array,2013,9,10,10,0,21.1,0.6701,,,27.8,16.093,5.66
Solar Array,2013,9,10,11,0,21.1,0.6108,,,29.4,16.093,5.66
Solar Array,2013,9,10,12,0,20.6,0.5375,,,31.1,16.093,7.2
Solar Array,2013,9,10,13,0,20,0.4867,,,32.2,16.093,6.69
Solar Array,2013,9,10,14,0,20,0.4425,,,33.9,16.093,6.17
Solar Array,2013,9,10,15,0,18.9,0.402,,,34.4,16.093,7.2
Solar Array,2013,9,10,16,0,17.2,0.3613,,,34.4,16.093,9.26
Solar Array,2013,9,10,17,0,17.8,0.3752,,,34.4,16.093,7.72
Solar Array,2013,9,10,18,0,17.2,0.3841,,,33.3,16.093,7.2
Solar Array,2013,9,10,19,0,17.8,0.4365,,,31.7,16.093,5.66
Solar Array,2013,9,10,20,0,17.2,0.463,,,30,16.093,4.12
Solar Array,2013,9,10,21,0,17.8,0.546,,,27.8,16.093,4.12
Solar Array,2013,9,10,22,0,17.8,0.546,,,27.8,16.093,5.14
Solar Array,2013,9,10,23,0,17.8,0.5654,,,27.2,16.093,5.14
Solar Array,2013,9,11,0,0,17.8,0.6032,,,26.1,16.093,4.12
Solar Array,2013,9,11,1,0,17.8,0.6438,,,25,16.093,3.6
Solar Array,2013,9,11,2,0,17.2,0.6425,,,24.4,16.093,3.09
Solar Array,2013,9,11,3,0,17.2,0.662,,,23.9,16.093,3.09
Solar Array,2013,9,11,4,0.9,17.8,0.6875,,,23.9,16.093,3.09
Solar Array,2013,9,11,5,0.5,17.8,0.7128,,,23.3,16.093,2.57
Solar Array,2013,9,11,6,0,17.8,0.7618,,,22.2,16.093,2.57
Solar Array,2013,9,11,7,0,17.8,0.8147,,,21.1,16.093,0
Solar Array,2013,9,11,8,0,18.3,0.8104,,,21.7,16.093,2.57
Solar Array,2013,9,11,9,0,18.9,0.7636,,,23.3,16.093,4.12
Solar Array,2013,9,11,10,0,19.4,0.6866,,,25.6,16.093,3.6
Solar Array,2013,9,11,11,0,20.6,0.673,,,27.2,16.093,4.63
Solar Array,2013,9,11,12,0,19.4,0.5861,,,28.3,16.093,5.14
Solar Array,2013,9,11,13,0.9,17.8,0.5303,,,28.3,16.093,6.17
Solar Array,2013,9,11,14,0.5,17.8,0.546,,,27.8,16.093,1.54
Solar Array,2013,9,11,15,0,18.3,0.5135,,,29.4,16.093,5.14
Solar Array,2013,9,11,16,0,17.2,0.5106,,,28.3,16.093,5.14
Solar Array,2013,9,11,17,0.25,17.2,0.4792,,,29.4,16.093,5.66
Solar Array,2013,9,11,18,0.5,17.2,0.4932,,,28.9,16.093,7.2
Solar Array,2013,9,11,19,0.25,18.3,0.6008,,,26.7,16.093,3.6
Solar Array,2013,9,11,20,0.25,17.2,0.5982,,,25.6,16.093,5.14
Solar Array,2013,9,11,21,0.9,17.2,0.662,,,23.9,16.093,3.09
Solar Array,2013,9,11,22,0,17.8,0.7346,,,22.8,16.093,2.57
Solar Array,2013,9,11,23,0,17.8,0.8147,,,21.1,16.093,3.09
Solar Array,2013,9,12,0,0,17.2,0.8713,,,19.4,16.093,3.6
Solar Array,2013,9,12,1,0,17.2,0.8988,,,18.9,16.093,4.12
Solar Array,2013,9,12,2,0,17.2,0.8988,,,18.9,16.093,4.12
Solar Array,2013,9,12,3,0,17.2,0.9331,,,18.3,16.093,3.09
Solar Array,2013,9,12,4,0,16.7,0.9329,,,17.8,16.093,3.09
Solar Array,2013,9,12,5,0,16.1,0.9326,,,17.2,16.093,3.09
Solar Array,2013,9,12,6,0,16.7,0.9329,,,17.8,16.093,3.6
Solar Array,2013,9,12,7,0.9,16.7,0.9041,,,18.3,16.093,3.09
Solar Array,2013,9,12,8,0.5,15.6,0.8697,,,17.8,16.093,3.6
Solar Array,2013,9,12,9,0,16.1,0.8382,,,18.9,16.093,3.09
Solar Array,2013,9,12,10,0.25,15.6,0.7307,,,20.6,16.093,3.6
Solar Array,2013,9,12,11,0,13.3,0.5888,,,21.7,16.093,6.69
Solar Array,2013,9,12,12,0.25,13.9,0.5727,,,22.8,16.093,4.63
Solar Array,2013,9,12,13,,,,,,,,
Solar Array,2013,9,12,14,0.9,12.2,0.4655,,,24.4,16.093,6.69
Solar Array,2013,9,12,15,0.5,11.7,0.4346,,,25,16.093,6.69
Solar Array,2013,9,12,16,0.9,10.6,0.4473,,,23.3,16.093,7.72
Solar Array,2013,9,12,17,0.25,10,0.4429,,,22.8,16.093,8.23
Solar Array,2013,9,12,18,0,8.3,0.4688,,,20,16.093,9.26
Solar Array,2013,9,12,19,1,7.2,0.4834,,,18.3,16.093,8.75
Solar Array,2013,9,12,20,0.25,7.2,0.5181,,,17.2,16.093,8.75
Solar Array,2013,9,12,21,1,6.7,0.5167,,,16.7,16.093,7.2
Solar Array,2013,9,12,22,1,5,0.4927,,,15.6,16.093,7.2
Solar Array,2013,9,12,23,1,5.6,0.5338,,,15,16.093,7.72
Solar Array,2013,9,13,0,1,5,0.5322,,,14.4,16.093,8.23
Solar Array,2013,9,13,1,0.9,5,0.6143,,,12.2,16.093,4.63
Solar Array,2013,9,13,2,1,5,0.6143,,,12.2,16.093,5.14
Solar Array,2013,9,13,3,1,6.1,0.6852,,,11.7,16.093,4.12
Solar Array,2013,9,13,4,1,6.7,0.7141,,,11.7,16.093,4.63
Solar Array,2013,9,13,5,1,6.7,0.7141,,,11.7,16.093,5.14
Solar Array,2013,9,13,6,1,6.7,0.743,,,11.1,16.093,4.12
Solar Array,2013,9,13,7,0.9,6.7,0.7995,,,10,16.093,5.14
Solar Array,2013,9,13,8,0.25,6.7,0.8323,,,9.4,16.093,4.63
Solar Array,2013,9,13,9,0.25,6.1,0.737,,,10.6,16.093,4.12
Solar Array,2013,9,13,10,0.9,4.4,0.589,,,12.2,16.093,8.23
Solar Array,2013,9,13,11,0.9,4.4,0.589,,,12.2,16.093,7.2
Solar Array,2013,9,13,12,1,4.4,0.589,,,12.2,16.093,7.2
Solar Array,2013,9,13,13,1,4.4,0.589,,,12.2,16.093,5.66
Solar Array,2013,9,13,14,1,3.9,0.5468,,,12.8,16.093,5.14
Solar Array,2013,9,13,15,0.25,3.3,0.4724,,,14.4,16.093,2.06
Solar Array,2013,9,13,16,0,1.7,0.378,,,16.1,16.093,5.66
Solar Array,2013,9,13,17,0,2.2,0.3917,,,16.1,16.093,2.57
Solar Array,2013,9,13,18,0,2.8,0.4088,,,16.1,16.093,3.6
Solar Array,2013,9,13,19,0,4.4,0.5104,,,14.4,16.093,4.12
Solar Array,2013,9,13,20,0,5.6,0.6619,,,11.7,16.093,2.57
Solar Array,2013,9,13,21,0,5.6,0.741,,,10,16.093,2.06
Solar Array,2013,9,13,22,0,5,0.7653,,,8.9,16.093,2.06
Solar Array,2013,9,13,23,0,3.9,0.7379,,,8.3,16.093,2.06
Solar Array,2013,9,14,0,0,3.9,0.7379,,,8.3,16.093,0
Solar Array,2013,9,14,1,0,3.9,0.8578,,,6.1,16.093,1.54
Solar Array,2013,9,14,2,0,3.9,0.7954,,,7.2,16.093,0
Solar Array,2013,9,14,3,0,4.4,0.8885,,,6.1,16.093,1.54
Solar Array,2013,9,14,4,0,4.4,0.8885,,,6.1,16.093,2.06
Solar Array,2013,9,14,5,0,3.9,0.9259,,,5,16.093,1.54
Solar Array,2013,9,14,6,0,2.8,0.8933,,,4.4,16.093,2.06
Solar Array,2013,9,14,7,0,2.8,0.9252,,,3.9,16.093,2.06
Solar Array,2013,9,14,8,0,3.3,0.8875,,,5,16.093,1.54
Solar Array,2013,9,14,9,0,5.6,0.8309,,,8.3,16.093,1.54
Solar Array,2013,9,14,10,0,5.6,0.6887,,,11.1,16.093,3.09
Solar Array,2013,9,14,11,0,6.1,0.5933,,,13.9,16.093,4.12
Solar Array,2013,9,14,12,0,5,0.4772,,,16.1,16.093,4.12
Solar Array,2013,9,14,13,0,3.3,0.3803,,,17.8,16.093,3.6
Solar Array,2013,9,14,14,0,3.3,0.355,,,18.9,16.093,2.57
Solar Array,2013,9,14,15,0,3.3,0.3316,,,20,16.093,4.63
Solar Array,2013,9,14,16,0,2.8,0.3084,,,20.6,16.093,4.63
Solar Array,2013,9,14,17,0,3.3,0.3195,,,20.6,16.093,4.12
Solar Array,2013,9,14,18,0,3.3,0.3195,,,20.6,16.093,5.66
Solar Array,2013,9,14,19,0,3.9,0.359,,,19.4,16.093,4.12
Solar Array,2013,9,14,20,0,5.6,0.4975,,,16.1,16.093,2.57
Solar Array,2013,9,14,21,0,6.1,0.5318,,,15.6,16.093,3.09
Solar Array,2013,9,14,22,0,6.7,0.5987,,,14.4,16.093,3.09
Solar Array,2013,9,14,23,0,7.2,0.6654,,,13.3,16.093,2.57
Solar Array,2013,9,15,0,0,7.8,0.6932,,,13.3,16.093,3.09
Solar Array,2013,9,15,1,0,7.8,0.7162,,,12.8,16.093,2.06
Solar Array,2013,9,15,2,0,7.8,0.7699,,,11.7,16.093,2.57
Solar Array,2013,9,15,3,0,7.8,0.7699,,,11.7,16.093,2.57
Solar Array,2013,9,15,4,0,8.3,0.7965,,,11.7,16.093,2.06
Solar Array,2013,9,15,5,0,7.8,0.7699,,,11.7,16.093,2.06
Solar Array,2013,9,15,6,0,7.2,0.739,,,11.7,16.093,2.57
Solar Array,2013,9,15,7,0,7.8,0.745,,,12.2,16.093,3.6
Solar Array,2013,9,15,8,0,7.2,0.7151,,,12.2,16.093,2.57
Solar Array,2013,9,15,9,1,6.7,0.6643,,,12.8,16.093,2.57
Solar Array,2013,9,15,10,0.9,6.7,0.6184,,,13.9,16.093,4.12
Solar Array,2013,9,15,11,1,7.2,0.5961,,,15,16.093,5.66
Solar Array,2013,9,15,12,1,8.3,0.5988,,,16.1,16.093,3.6
Solar Array,2013,9,15,13,1,9.4,0.6449,,,16.1,16.093,4.63
Solar Array,2013,9,15,14,1,10,0.6714,,,16.1,16.093,5.14
Solar Array,2013,9,15,15,1,11.1,0.7225,0,,16.1,16.093,4.12
Solar Array,2013,9,15,16,1,11.7,0.7761,0,,15.6,16.093,3.09
Solar Array,2013,9,15,17,,,,,,,,
Solar Array,2013,9,15,18,1,12.8,0.9012,1.52,,14.4,11.265,2.57
Solar Array,2013,9,15,19,1,12.8,0.9309,0.51,,13.9,16.093,3.09
Solar Array,2013,9,15,20,1,12.8,0.9309,0.25,,13.9,14.484,2.57
Solar Array,2013,9,15,21,1,12.2,0.9305,0,,13.3,16.093,3.09
Solar Array,2013,9,15,22,0.9,11.7,0.9303,0.25,,12.8,16.093,2.06
Solar Array,2013,9,15,23,0.5,11.7,0.9676,0.25,,12.2,6.4374,2.57
Solar Array,2013,9,16,0,1,12.2,0.9614,,,12.8,8.0467,3.09
Solar Array,2013,9,16,1,1,12.2,0.9305,,,13.3,14.484,3.09
Solar Array,2013,9,16,2,1,12.2,0.9305,,,13.3,16.093,3.09
Solar Array,2013,9,16,3,1,11.1,0.8941,,,12.8,16.093,5.14
Solar Array,2013,9,16,4,1,10.6,0.8996,,,12.2,16.093,5.66
Solar Array,2013,9,16,5,1,9.4,0.8579,,,11.7,16.093,4.12
Solar Array,2013,9,16,6,1,8.9,0.8631,,,11.1,16.093,4.63
Solar Array,2013,9,16,7,1,8.3,0.8568,,,10.6,16.093,4.12
Solar Array,2013,9,16,8,1,6.7,0.7995,,,10,16.093,8.75
Solar Array,2013,9,16,9,1,6.1,0.7986,,,9.4,16.093,5.14
Solar Array,2013,9,16,10,1,6.1,0.737,,,10.6,16.093,5.14
Solar Array,2013,9,16,11,1,6.1,0.663,,,12.2,16.093,5.66
Solar Array,2013,9,16,12,1,6.7,0.643,,,13.3,16.093,6.69
Solar Array,2013,9,16,13,1,6.1,0.6169,,,13.3,16.093,6.17
Solar Array,2013,9,16,14,1,5.6,0.5731,,,13.9,16.093,5.14
Solar Array,2013,9,16,15,0.5,5,0.5322,,,14.4,16.093,5.14
Solar Array,2013,9,16,16,0.25,3.9,0.4928,,,14.4,16.093,4.63
Solar Array,2013,9,16,17,0,5,0.5322,,,14.4,16.093,5.66
Solar Array,2013,9,16,18,0,5.6,0.5731,,,13.9,16.093,4.12
Solar Array,2013,9,16,19,0,5,0.5906,,,12.8,16.093,4.12
Solar Array,2013,9,16,20,0,5,0.7107,,,10,16.093,2.06
Solar Array,2013,9,16,21,0,4.4,0.7339,,,8.9,16.093,3.09
Solar Array,2013,9,16,22,0,3.9,0.7634,,,7.8,16.093,3.6
Solar Array,2013,9,16,23,0,3.9,0.8231,,,6.7,16.093,2.57
Solar Array,2013,9,17,0,0,3.3,0.8223,,,6.1,16.093,2.06
Solar Array,2013,9,17,1,0,3.3,0.789,,,6.7,16.093,0
Solar Array,2013,9,17,2,0,2.8,0.8933,,,4.4,16.093,2.06
Solar Array,2013,9,17,3,0,2.2,0.856,,,4.4,16.093,0
Solar Array,2013,9,17,4,0,3.3,0.8875,,,5,16.093,0
Solar Array,2013,9,17,5,0,2.2,0.8866,,,3.9,16.093,1.54
Solar Array,2013,9,17,6,0,1.7,0.8924,,,3.3,16.093,0
Solar Array,2013,9,17,7,0,1.7,0.8924,,,3.3,16.093,0
Solar Array,2013,9,17,8,0,1.7,0.9246,,,2.8,16.093,0
Solar Array,2013,9,17,9,0,5,0.8245,,,7.8,16.093,1.54
Solar Array,2013,9,17,10,0,6.7,0.7681,,,10.6,16.093,0
Solar Array,2013,9,17,11,0,6.1,0.6169,,,13.3,16.093,2.57
Solar Array,2013,9,17,12,0,6.1,0.5526,,,15,16.093,2.57
Solar Array,2013,9,17,13,0,7.2,0.5347,,,16.7,16.093,4.12
Solar Array,2013,9,17,14,0,7.2,0.5181,,,17.2,16.093,2.06
Solar Array,2013,9,17,15,0,7.8,0.4703,,,19.4,16.093,3.6
Solar Array,2013,9,17,16,0,7.2,0.4191,,,20.6,16.093,3.09
Solar Array,2013,9,17,17,0,8.3,0.4517,,,20.6,16.093,4.12
Solar Array,2013,9,17,18,0,7.2,0.4349,,,20,16.093,5.66
Solar Array,2013,9,17,19,0,7.8,0.4851,,,18.9,16.093,3.09
Solar Array,2013,9,17,20,0,8.3,0.5988,,,16.1,16.093,1.54
Solar Array,2013,9,17,21,0,6.7,0.6184,,,13.9,16.093,2.57
Solar Array,2013,9,17,22,0,5.6,0.5959,,,13.3,16.093,2.57
Solar Array,2013,9,17,23,0,5.6,0.6157,,,12.8,16.093,3.09
Solar Array,2013,9,18,0,0,5.6,0.6619,,,11.7,16.093,3.6
Solar Array,2013,9,18,1,0,5.6,0.6887,,,11.1,16.093,3.6
Solar Array,2013,9,18,2,0,5.6,0.741,,,10,16.093,2.57
Solar Array,2013,9,18,3,0,5,0.7653,,,8.9,16.093,2.06
Solar Array,2013,9,18,4,0,5,0.797,,,8.3,16.093,0
Solar Array,2013,9,18,5,0,5,0.8245,,,7.8,16.093,0
Solar Array,2013,9,18,6,0,4.4,0.8525,,,6.7,16.093,1.54
Solar Array,2013,9,18,7,0,4.4,0.8885,,,6.1,16.093,2.06
Solar Array,2013,9,18,8,0,6.7,0.8965,,,8.3,16.093,0
Solar Array,2013,9,18,9,0,9.4,0.8579,,,11.7,16.093,1.54
Solar Array,2013,9,18,10,0,10,0.7204,,,15,16.093,3.6
Solar Array,2013,9,18,11,0,11.1,0.6488,,,17.8,16.093,3.09
Solar Array,2013,9,18,12,0,11.7,0.5671,,,20.6,16.093,2.57
Solar Array,2013,9,18,13,0,12.8,0.5172,,,23.3,16.093,3.6
Solar Array,2013,9,18,14,0,11.1,0.4329,,,24.4,16.093,5.66
Solar Array,2013,9,18,15,0,10,0.3746,,,25.6,16.093,4.63
Solar Array,2013,9,18,16,0,10,0.3746,,,25.6,16.093,6.17
Solar Array,2013,9,18,17,0,10.6,0.404,,,25,16.093,4.63
Solar Array,2013,9,18,18,0,10.6,0.404,,,25,16.093,4.63
Solar Array,2013,9,18,19,0,11.1,0.446,,,23.9,16.093,3.6
Solar Array,2013,9,18,20,0,11.7,0.55,,,21.1,16.093,3.09
Solar Array,2013,9,18,21,0,11.1,0.5656,,,20,16.093,2.57
Solar Array,2013,9,18,22,0.25,11.1,0.5656,,,20,16.093,3.6
Solar Array,2013,9,18,23,0,11.1,0.587,,,19.4,16.093,4.12
Solar Array,2013,9,19,0,0,11.7,0.6542,,,18.3,16.093,4.12
Solar Array,2013,9,19,1,0.5,12.2,0.6976,,,17.8,16.093,
Solar Array,2013,9,19,2,0,12.8,0.7536,,,17.2,16.093,4.63
Solar Array,2013,9,19,3,0,13.3,0.7786,,,17.2,16.093,3.6
Solar Array,2013,9,19,4,0.5,13.3,0.8036,,,16.7,16.093,2.06
Solar Array,2013,9,19,5,0.9,13.9,0.8096,,,17.2,16.093,3.6
Solar Array,2013,9,19,6,0.5,14.4,0.8631,,,16.7,16.093,3.09
Solar Array,2013,9,19,7,0.25,14.4,0.8362,,,17.2,16.093,3.6
Solar Array,2013,9,19,8,0.25,14.4,0.8362,,,17.2,14.484,4.12
Solar Array,2013,9,19,9,1,15.6,0.9323,1.02,,16.7,6.4374,3.09
Solar Array,2013,9,19,10,0.9,15.6,0.9033,1.27,,17.2,6.4374,2.57
Solar Array,2013,9,19,11,0.9,16.7,0.9041,0.25,,18.3,6.4374,1.54
Solar Array,2013,9,19,12,0.25,17.8,0.8401,,,20.6,16.093,4.63
Solar Array,2013,9,19,13,0.5,17.8,0.7346,,,22.8,16.093,4.12
Solar Array,2013,9,19,14,0.25,18.3,0.7355,,,23.3,16.093,4.12
Solar Array,2013,9,19,15,0,19.4,0.6866,,,25.6,16.093,3.6
Solar Array,2013,9,19,16,0.9,19.4,0.6666,,,26.1,16.093,4.63
Solar Array,2013,9,19,17,0.5,19.4,0.6666,,,26.1,16.093,4.12
Solar Array,2013,9,19,18,0.9,19.4,0.6435,,,26.7,16.093,4.12
Solar Array,2013,9,19,19,0,18.3,0.6885,,,24.4,16.093,2.57
Solar Array,2013,9,19,20,0.9,18.9,0.7636,,,23.3,16.093,2.57
Solar Array,2013,9,19,21,0.9,18.3,0.758,,,22.8,16.093,3.09
Solar Array,2013,9,19,22,1,18.3,0.7861,5.33,,22.2,16.093,2.06
Solar Array,2013,9,19,23,0.5,18.9,0.9001,0,,20.6,16.093,4.12
Solar Array,2013,9,20,0,1,18.9,0.8728,,,21.1,16.093,4.12
Solar Array,2013,9,20,1,1,18.3,0.8407,,,21.1,16.093,0
Solar Array,2013,9,20,2,1,18.3,0.8407,0,,21.1,16.093,3.09
Solar Array,2013,9,20,3,1,18.9,0.9001,1.52,,20.6,16.093,4.12
Solar Array,2013,9,20,4,0.9,19.4,0.9285,3.3,,20.6,16.093,3.6
Solar Array,2013,9,20,5,0.5,18.9,0.9001,0,,20.6,14.484,4.63
Solar Array,2013,9,20,6,0.5,19.4,0.9285,,,20.6,12.875,4.12
Solar Array,2013,9,20,7,0,19.4,0.9285,,,20.6,11.265,4.63
Solar Array,2013,9,20,8,0.5,20,0.9345,,,21.1,4.0234,3.09
Solar Array,2013,9,20,9,1,20,0.9009,0,,21.7,3.2187,3.09
Solar Array,2013,9,20,10,0.9,21.1,0.9017,0,,22.8,3.2187,3.6
Solar Array,2013,9,20,11,0,20.6,0.8183,0,,23.9,16.093,4.63
Solar Array,2013,9,20,12,0.5,18.9,0.6897,,,25,16.093,9.26
Solar Array,2013,9,20,13,0.9,18.3,0.7094,0,,23.9,16.093,7.2
Solar Array,2013,9,20,14,0.9,17.8,0.7346,0,,22.8,16.093,5.14
Solar Array,2013,9,20,15,1,18.3,0.758,,,22.8,16.093,5.14
