City,Year,Month,Day,Hour,Cloud_Cover_Fraction,Dew_Point,Humidity_Fraction,Precipitable_Water,Temperature,Visibility
Power City,Consumption,10,30,13,0.9,9.4,0.8,19,12.8,11.3
Power City,Consumption,10,30,14,0.9,8.9,0.7,18,14.4,12.9
Power City,Consumption,10,30,15,1,8.9,0.67,18,15,14.5
Power City,Consumption,10,30,16,1,8.3,0.67,18,14.4,14.5
Power City,Consumption,10,30,17,0.7,8.3,0.75,18,12.8,12.9
Power City,Consumption,10,30,18,0.3,7.2,0.86,16,9.4,12.9
Power City,Consumption,10,30,19,0.2,6.7,0.86,16,8.9,12.9
Power City,Consumption,10,30,20,0,5.6,0.8,15,8.9,14.5
Power City,Consumption,10,30,21,0,3.3,0.71,13,8.3,14.5
Power City,Consumption,10,30,22,0,2.2,0.68,12,7.8,14.5
Power City,Consumption,10,30,23,0.4,2.2,0.74,12,6.7,14.5
Power City,Consumption,10,30,24,0.7,2.8,0.79,13,6.1,14.5
Power City,Consumption,10,31,1,0.8,3.9,0.86,13,6.1,14.5
Power City,Consumption,10,31,2,0.8,5,0.93,14,6.1,14.5
Power City,Consumption,10,31,3,0.3,6.1,1,15,6.1,14.5
Power City,Consumption,10,31,4,0,6.7,1,16,6.7,11.3
Power City,Consumption,10,31,5,1,6.7,0.96,16,7.2,11.3
Power City,Consumption,10,31,6,0.6,6.1,0.89,15,7.8,11.3
Power City,Consumption,10,31,7,1,5.6,0.86,15,7.8,11.3
Power City,Consumption,10,31,8,0.7,5.6,0.86,15,7.8,11.3
Power City,Consumption,10,31,9,1,5,0.74,14,9.4,11.3
Power City,Consumption,10,31,10,1,6.1,0.69,15,11.7,11.3
Power City,Consumption,10,31,11,1,7.2,0.69,16,12.8,11.3
Power City,Consumption,10,31,12,1,8.3,0.67,17,14.4,11.3
Power City,Consumption,10,31,13,1,10,0.7,19,15.6,11.3
Power City,Consumption,10,31,14,1,10,0.7,19,15.6,11.3
Power City,Consumption,10,31,15,1,10.6,0.67,20,16.7,9.7
Power City,Consumption,10,31,16,1,10,0.67,19,16.1,9.7
Power City,Consumption,10,31,17,1,9.4,0.65,19,16.1,11.3
Power City,Consumption,10,31,18,1,10,0.7,19,15.6,8
Power City,Consumption,10,31,19,1,9.4,0.67,19,15.6,8
Power City,Consumption,10,31,20,1,10,0.75,19,14.4,8
Power City,Consumption,10,31,21,1,10.6,0.86,20,12.8,8
Power City,Consumption,10,31,22,1,11.1,0.93,21,13.1,6.4
Power City,Consumption,10,31,23,1,11.7,0.96,21,13.4,4
Power City,Consumption,10,31,24,1,12.2,1,23,13.7,4.8
Power City,Consumption,11,1,1,1,12.8,0.63,20,14.1,11.3
Power City,Consumption,11,1,2,1,13.3,0.74,22,14.4,9.1333333333
Power City,Consumption,11,1,3,1,13.9,0.86,24,14.7,6.9666666667
Power City,Consumption,11,1,4,1,14.4,0.97,25,15,4.8
Power City,Consumption,11,1,5,1,13.9,0.98,24,14.1,4.8
Power City,Consumption,11,1,6,1,13.1,0.99,23,13.1,4.8
Power City,Consumption,11,1,7,1,12.2,1,22,12.2,4.8
Power City,Consumption,11,1,8,0.9,10.1,0.9,20,12,8.0333333333
Power City,Consumption,11,1,9,0.9,8.3,0.79,17,11.9,11.266666667
Power City,Consumption,11,1,10,0.8,6.1,0.69,15,11.7,14.5
Power City,Consumption,11,1,11,0.9,5.7,0.68,15,11.1,14.5
Power City,Consumption,11,1,12,0.9,5,0.67,14,10.6,14.5
Power City,Consumption,11,1,13,1,3.9,0.66,13,10,14.5
Power City,Consumption,11,1,14,1,3.6,0.65,13,9.6,15.566666667
Power City,Consumption,11,1,15,1,3,0.64,12,9.3,16.633333333
Power City,Consumption,11,1,16,1,2.2,0.63,12,8.9,17.7
Power City,Consumption,11,1,17,1,1.8,0.63,12,8.3,18.766666667
Power City,Consumption,11,1,18,1,1.3,0.63,11,7.8,19.833333333
Power City,Consumption,11,1,19,1,0.6,0.63,11,7.2,20.9
Power City,Consumption,11,1,20,1,1.1,0.66,11,7,20.9
Power City,Consumption,11,1,21,1,1.5,0.68,12,6.9,20.9
Power City,Consumption,11,1,22,1,1.7,0.71,12,6.7,20.9
Power City,Consumption,11,1,23,1,1.6,0.71,12,6.5,20.9
Power City,Consumption,11,1,24,1,1.3,0.71,12,6.3,20.9
Power City,Consumption,11,2,1,1,1.1,0.71,11,6.1,20.9
Power City,Consumption,11,2,2,0.9,-0.4,0.66,10,5.5,20.9
Power City,Consumption,11,2,3,0.9,-2,0.6,9,5,20.9
Power City,Consumption,11,2,4,0.8,-3.9,0.55,8,4.4,20.9
Power City,Consumption,11,2,5,0.8,-3.3,0.61,9,3.5,20.9
Power City,Consumption,11,2,6,0.7,-2.9,0.67,9,2.6,20.9
Power City,Consumption,11,2,7,0.7,-2.8,0.73,9,1.7,20.9
Power City,Consumption,11,2,8,0.8,-2.3,0.73,9,2.2,20.9
Power City,Consumption,11,2,9,0.9,-1.5,0.73,10,2.8,20.9
Power City,Consumption,11,2,10,1,-1.1,0.73,10,3.3,20.9
Power City,Consumption,11,2,11,0.9,-1.3,0.66,10,4.2,20.9
Power City,Consumption,11,2,12,0.9,-1.9,0.6,9,5.2,20.9
Power City,Consumption,11,2,13,0.8,-2.8,0.53,9,6.1,20.9
Power City,Consumption,11,2,14,0.6,-2.6,0.53,9,6.1,20.9
Power City,Consumption,11,2,15,0.4,-2.6,0.53,9,6.1,20.9
Power City,Consumption,11,2,16,0.2,-2.8,0.53,9,6.1,20.9
Power City,Consumption,11,2,17,0.1,-2.7,0.58,9,5,20.9
Power City,Consumption,11,2,18,0.1,-2.7,0.62,9,3.9,20.9
Power City,Consumption,11,2,19,0,-2.8,0.67,9,2.8,20.9
Power City,Consumption,11,2,20,0,-2.8,0.72,9,1.7,24.666666667
Power City,Consumption,11,2,21,0,-2.9,0.77,9,0.5,28.433333333
Power City,Consumption,11,2,22,0,-3.3,0.82,9,-0.6,32.2
Power City,Consumption,11,2,23,0,-3.2,0.83,9,-0.8,29.5
Power City,Consumption,11,2,24,0,-3.3,0.84,9,-0.9,26.8
Power City,Consumption,11,3,1,0,-3.3,0.85,9,-1.1,24.1
Power City,Consumption,11,3,2,0.1,-3,0.84,9,-0.7,21.433333333
Power City,Consumption,11,3,3,0.2,-2.7,0.83,9,-0.4,18.766666667
Power City,Consumption,11,3,4,0.3,-2.8,0.82,9,0,16.1
Power City,Consumption,11,3,5,0.2,-2.5,0.82,9,0,15.033333333
Power City,Consumption,11,3,6,0.2,-2.6,0.82,9,0,13.966666667
Power City,Consumption,11,3,7,0.1,-2.8,0.82,9,0,12.9
Power City,Consumption,11,3,8,0.4,-2.1,0.8,9,1.1,12.366666667
Power City,Consumption,11,3,9,0.6,-1.1,0.78,10,2.2,11.833333333
Power City,Consumption,11,3,10,0.9,-0.6,0.76,10,3.3,11.3
Power City,Consumption,11,3,11,0.9,0.5,0.76,11,4.1,13.433333333
Power City,Consumption,11,3,12,0.9,1.3,0.76,11,4.8,15.566666667
Power City,Consumption,11,3,13,0.9,1.7,0.76,12,5.6,17.7
Power City,Consumption,11,3,14,0.9,0.4,0.7,11,5.4,17.7
Power City,Consumption,11,3,15,0.9,-1.1,0.64,10,5.2,17.7
Power City,Consumption,11,3,16,0.9,-2.8,0.58,9,5,17.7
Power City,Consumption,11,3,17,0.9,-2.5,0.62,9,4.3,17.7
Power City,Consumption,11,3,18,1,-2.3,0.66,9,3.5,17.7
Power City,Consumption,11,3,19,1,-2.2,0.7,9,2.8,17.7
Power City,Consumption,11,3,20,1,-2,0.71,9,2.6,17.7
Power City,Consumption,11,3,21,1,-2,0.72,9,2.4,17.7
Power City,Consumption,11,3,22,1,-2.2,0.73,9,2.2,17.7
Power City,Consumption,11,3,23,1,-2.1,0.73,9,2.2,15.566666667
Power City,Consumption,11,3,24,1,-2.2,0.73,9,2.2,13.433333333
Power City,Consumption,11,4,1,1,-2.2,0.73,9,2.2,11.3
Power City,Consumption,11,4,2,1,-1.9,0.74,10,2.2,11.3
Power City,Consumption,11,4,3,1,-1.6,0.75,10,2.2,11.3
Power City,Consumption,11,4,4,1,-1.7,0.76,10,2.2,11.3
Power City,Consumption,11,4,5,1,-1.8,0.78,10,1.5,12.366666667
Power City,Consumption,11,4,6,1,-2.2,0.8,9,0.7,13.433333333
Power City,Consumption,11,4,7,1,-2.8,0.82,9,0,14.5
Power City,Consumption,11,4,8,0.9,-2.7,0.76,9,1.3,14.5
Power City,Consumption,11,4,9,0.9,-2.2,0.71,9,2.6,14.5
Power City,Consumption,11,4,10,0.8,-2.2,0.65,9,3.9,14.5
Power City,Consumption,11,4,11,0.7,-1.5,0.61,10,5.2,15.566666667
Power City,Consumption,11,4,12,0.5,-1.1,0.58,10,6.5,16.633333333
Power City,Consumption,11,4,13,0.4,-1.1,0.54,10,7.8,17.7
Power City,Consumption,11,4,14,0.4,-1.4,0.51,10,8,17.7
Power City,Consumption,11,4,15,0.4,-2,0.49,9,8.1,17.7
Power City,Consumption,11,4,16,0.4,-2.8,0.46,9,8.3,17.7
Power City,Consumption,11,4,17,0.4,-2.5,0.52,9,6.8,17.7
Power City,Consumption,11,4,18,0.4,-2.3,0.59,9,5.4,17.7
Power City,Consumption,11,4,19,0.4,-2.2,0.65,9,3.9,17.7
Power City,Consumption,11,4,20,0.4,-1.9,0.67,10,3.7,17.7
Power City,Consumption,11,4,21,0.3,-1.7,0.68,10,3.5,17.7
Power City,Consumption,11,4,22,0.3,-1.7,0.7,10,3.3,17.7
Power City,Consumption,11,4,23,0.5,-1.4,0.72,10,3.1,16.633333333
Power City,Consumption,11,4,24,0.8,-1.3,0.74,10,3,15.566666667
Power City,Consumption,11,5,1,1,-1.1,0.76,10,2.8,14.5
Power City,Consumption,11,5,2,1,-0.9,0.74,10,3.2,14.5
Power City,Consumption,11,5,3,1,-0.9,0.72,10,3.5,14.5
Power City,Consumption,11,5,4,1,-1.1,0.7,10,3.9,14.5
Power City,Consumption,11,5,5,0.8,-1,0.74,10,3,13.433333333
Power City,Consumption,11,5,6,0.6,-1.3,0.78,10,2,12.366666667
Power City,Consumption,11,5,7,0.4,-1.7,0.82,10,1.1,11.3
Power City,Consumption,11,5,8,0.6,-1.4,0.75,10,3,10.766666667
Power City,Consumption,11,5,9,0.8,-0.8,0.67,10,4.8,10.233333333
Power City,Consumption,11,5,10,1,-0.6,0.6,10,6.7,9.7
Power City,Consumption,11,5,11,1,0.2,0.57,11,8,10.766666667
Power City,Consumption,11,5,12,0.9,0.5,0.53,11,9.3,11.833333333
Power City,Consumption,11,5,13,0.9,0.6,0.5,11,10.6,12.9
Power City,Consumption,11,5,14,0.9,0.6,0.49,11,10.8,12.9
Power City,Consumption,11,5,15,1,0.4,0.48,11,10.9,12.9
Power City,Consumption,11,5,16,1,0,0.47,11,11.1,12.9
Power City,Consumption,11,5,17,1,0.5,0.52,11,10,12.9
Power City,Consumption,11,5,18,1,0.9,0.58,11,8.9,12.9
Power City,Consumption,11,5,19,1,1.1,0.63,11,7.8,12.9
Power City,Consumption,11,5,20,1,1.5,0.65,12,7.6,13.433333333
Power City,Consumption,11,5,21,1,1.7,0.66,12,7.4,13.966666667
Power City,Consumption,11,5,22,1,1.7,0.68,12,7.2,14.5
Power City,Consumption,11,5,23,1,2.3,0.71,12,7.2,13.433333333
Power City,Consumption,11,5,24,1,2.8,0.74,13,7.2,12.366666667
Power City,Consumption,11,6,1,1,3.3,0.77,13,7.2,11.3
Power City,Consumption,11,6,2,1,3.8,0.8,13,7,11.3
Power City,Consumption,11,6,3,1,4.3,0.83,14,6.9,11.3
Power City,Consumption,11,6,4,1,4.4,0.86,14,6.7,11.3
Power City,Consumption,11,6,5,1,4.7,0.86,14,6.7,10.766666667
Power City,Consumption,11,6,6,1,4.6,0.86,14,6.7,10.233333333
Power City,Consumption,11,6,7,1,4.4,0.86,14,6.7,9.7
Power City,Consumption,11,6,8,1,4.7,0.86,14,7.1,9.7
Power City,Consumption,11,6,9,1,5.4,0.86,14,7.4,9.7
Power City,Consumption,11,6,10,1,5.6,0.86,15,7.8,9.7
Power City,Consumption,11,6,11,1,6.3,0.88,15,7.8,7.8
Power City,Consumption,11,6,12,1,6.7,0.91,15,7.8,5.9
Power City,Consumption,11,6,13,1,6.7,0.93,16,7.8,4
Power City,Consumption,11,6,14,1,6.6,0.95,16,7.1,3.2
Power City,Consumption,11,6,15,1,6.2,0.98,15,6.3,2.4
Power City,Consumption,11,6,16,1,5.6,1,15,5.6,1.6
Power City,Consumption,11,6,17,1,4.6,0.99,14,4.7,3.2
Power City,Consumption,11,6,18,1,3.5,0.97,13,3.7,4.8
Power City,Consumption,11,6,19,1,2.2,0.96,12,2.8,6.4
Power City,Consumption,11,6,20,1,1.4,0.94,11,2.2,9.1
Power City,Consumption,11,6,21,1,0.5,0.91,11,1.7,11.8
Power City,Consumption,11,6,22,1,-0.6,0.89,10,1.1,14.5
Power City,Consumption,11,6,23,1,-1.1,0.86,10,1.1,15.033333333
Power City,Consumption,11,6,24,1,-1.7,0.82,10,1.1,15.566666667
Power City,Consumption,11,7,1,1,-2.2,0.79,9,1.1,16.1
Power City,Consumption,11,7,2,1,-2,0.79,9,1.1,16.633333333
Power City,Consumption,11,7,3,1,-2,0.79,9,1.1,17.166666667
Power City,Consumption,11,7,4,1,-2.2,0.79,9,1.1,17.7
Power City,Consumption,11,7,5,1,-2.3,0.78,9,0.9,17.7
Power City,Consumption,11,7,6,1,-2.7,0.76,9,0.8,17.7
Power City,Consumption,11,7,7,1,-3.3,0.75,9,0.6,17.7
Power City,Consumption,11,7,8,1,-3.4,0.73,9,1,17.166666667
Power City,Consumption,11,7,9,1,-3.1,0.72,9,1.3,16.633333333
Power City,Consumption,11,7,10,1,-3.3,0.7,9,1.7,16.1
Power City,Consumption,11,7,11,1,-2.8,0.69,9,2.1,16.1
Power City,Consumption,11,7,12,1,-2.6,0.68,9,2.4,16.1
Power City,Consumption,11,7,13,1,-2.8,0.67,9,2.8,16.1
Power City,Consumption,11,7,14,1,-2.6,0.67,9,2.8,16.1
Power City,Consumption,11,7,15,0.9,-2.6,0.67,9,2.8,16.1
Power City,Consumption,11,7,16,0.9,-2.8,0.67,9,2.8,16.1
Power City,Consumption,11,7,17,0.7,-3,0.71,9,1.7,16.1
Power City,Consumption,11,7,18,0.4,-3.4,0.74,9,0.5,16.1
Power City,Consumption,11,7,19,0.2,-3.9,0.78,8,-0.6,16.1
Power City,Consumption,11,7,20,0.5,-3.5,0.78,9,-0.4,16.1
Power City,Consumption,11,7,21,0.7,-3.3,0.79,9,-0.2,16.1
Power City,Consumption,11,7,22,1,-3.3,0.79,9,0,16.1
Power City,Consumption,11,7,23,1,-2.7,0.79,9,0.6,16.1
Power City,Consumption,11,7,24,1,-2.2,0.79,9,1.1,16.1
Power City,Consumption,11,8,1,1,-1.7,0.79,10,1.7,16.1
Power City,Consumption,11,8,2,1,-0.8,0.85,10,1.5,11.8
Power City,Consumption,11,8,3,1,0.1,0.9,10,1.3,7.5
Power City,Consumption,11,8,4,1,0.6,0.96,11,1.1,3.2
Power City,Consumption,11,8,5,1,1.2,0.96,11,1.5,4.2666666667
Power City,Consumption,11,8,6,1,1.6,0.96,11,1.8,5.3333333333
Power City,Consumption,11,8,7,1,1.7,0.96,12,2.2,6.4
Power City,Consumption,11,8,8,1,1.8,0.96,12,2.4,5.6
Power City,Consumption,11,8,9,1,2.2,0.96,12,2.6,4.8
Power City,Consumption,11,8,10,1,2.2,0.96,12,2.8,4
Power City,Consumption,11,8,11,0.9,1.8,0.89,12,3.2,8.0333333333
Power City,Consumption,11,8,12,0.9,1.1,0.83,11,3.5,12.066666667
Power City,Consumption,11,8,13,0.8,0,0.76,11,3.9,16.1
Power City,Consumption,11,8,14,0.6,-1.4,0.69,10,3.7,18.766666667
Power City,Consumption,11,8,15,0.3,-3.1,0.62,9,3.5,21.433333333
Power City,Consumption,11,8,16,0.1,-5,0.55,8,3.3,24.1
Power City,Consumption,11,8,17,0.1,-5.6,0.61,8,1.3,21.433333333
Power City,Consumption,11,8,18,0,-6.3,0.66,7,-0.8,18.766666667
Power City,Consumption,11,8,19,0,-7.2,0.72,7,-2.8,16.1
Power City,Consumption,11,8,20,0,-6.9,0.77,7,-3.5,16.1
Power City,Consumption,11,8,21,0,-6.7,0.83,7,-4.3,16.1
Power City,Consumption,11,8,22,0,-6.7,0.88,7,-5,16.1
Power City,Consumption,11,8,23,0,-6.8,0.91,7,-5.6,16.1
Power City,Consumption,11,8,24,0,-7,0.93,7,-6.1,16.1
Power City,Consumption,11,9,1,0,-7.2,0.96,7,-6.7,16.1
Power City,Consumption,11,9,2,0,-7,0.96,7,-6.7,15.566666667
Power City,Consumption,11,9,3,0,-7,0.96,7,-6.7,15.033333333
Power City,Consumption,11,9,4,0,-7.2,0.96,7,-6.7,14.5
Power City,Consumption,11,9,5,0.2,-6.6,0.93,7,-5.9,14.5
Power City,Consumption,11,9,6,0.3,-6.2,0.91,7,-5.2,14.5
Power City,Consumption,11,9,7,0.5,-6.1,0.88,7,-4.4,14.5
Power City,Consumption,11,9,8,0.7,-5.1,0.87,8,-3.1,14.5
Power City,Consumption,11,9,9,0.8,-3.7,0.86,8,-1.9,14.5
Power City,Consumption,11,9,10,1,-2.8,0.85,9,-0.6,14.5
Power City,Consumption,11,9,11,1,-1.5,0.89,9,-0.2,10.1
Power City,Consumption,11,9,12,1,-0.6,0.92,10,0.2,5.7
Power City,Consumption,11,9,13,1,0,0.96,11,0.6,1.3
Power City,Consumption,11,9,14,1,0.2,0.96,11,0.6,1.3
Power City,Consumption,11,9,15,1,0.2,0.96,11,0.6,1.3
Power City,Consumption,11,9,16,1,0,0.96,10,0.6,1.3
Power City,Consumption,11,9,17,1,0.3,0.97,11,0.6,1.4
Power City,Consumption,11,9,18,1,0.5,0.99,11,0.6,1.5
Power City,Consumption,11,9,19,1,0.6,1,11,0.6,1.6
Power City,Consumption,11,9,20,1,0.4,1,11,0.4,1.6
Power City,Consumption,11,9,21,1,0.2,1,11,0.2,1.6
Power City,Consumption,11,9,22,1,0,1,10,0,1.6
Power City,Consumption,11,9,23,1,-0.3,0.99,10,-0.2,2.6666666667
Power City,Consumption,11,9,24,1,-0.7,0.97,10,-0.4,3.7333333333
Power City,Consumption,11,10,1,1,-1.1,0.96,10,-0.6,4.8
Power City,Consumption,11,10,2,1,-1.1,0.96,10,-0.8,5.8666666667
Power City,Consumption,11,10,3,1,-1.3,0.96,10,-0.9,6.9333333333
Power City,Consumption,11,10,4,1,-1.7,0.96,10,-1.1,8
Power City,Consumption,11,10,5,1,-1.6,0.96,9,-1.3,8
Power City,Consumption,11,10,6,1,-1.8,0.96,9,-1.5,8
Power City,Consumption,11,10,7,1,-2.2,0.96,9,-1.7,8
Power City,Consumption,11,10,8,1,-2.3,0.94,9,-1.3,9.1
Power City,Consumption,11,10,9,1,-2,0.91,9,-1,10.2
Power City,Consumption,11,10,10,1,-2.2,0.89,9,-0.6,11.3
Power City,Consumption,11,10,11,1,-1.8,0.86,9,0,12.9
Power City,Consumption,11,10,12,1,-1.9,0.82,9,0.5,14.5
Power City,Consumption,11,10,13,1,-2.2,0.79,9,1.1,16.1
Power City,Consumption,11,10,14,1,-2.2,0.77,9,1.3,16.1
Power City,Consumption,11,10,15,1,-2.4,0.75,9,1.5,16.1
Power City,Consumption,11,10,16,1,-2.8,0.73,9,1.7,16.1
Power City,Consumption,11,10,17,1,-2.1,0.78,9,1.3,15.033333333
Power City,Consumption,11,10,18,1,-1.5,0.84,10,1,13.966666667
Power City,Consumption,11,10,19,1,-1.1,0.89,10,0.6,12.9
Power City,Consumption,11,10,20,1,-0.8,0.91,10,0.4,11.266666667
Power City,Consumption,11,10,21,1,-0.6,0.94,10,0.2,9.6333333333
Power City,Consumption,11,10,22,1,-0.6,0.96,10,0,8
Power City,Consumption,11,10,23,1,-1.4,0.95,10,-0.7,11.233333333
Power City,Consumption,11,10,24,1,-2.4,0.93,9,-1.5,14.466666667
Power City,Consumption,11,11,1,1,-3.3,0.92,9,-2.2,17.7
Power City,Consumption,11,11,2,1,-3.7,0.9,9,-2.4,16.633333333
Power City,Consumption,11,11,3,1,-4.2,0.87,8,-2.6,15.566666667
Power City,Consumption,11,11,4,1,-5,0.85,8,-2.8,14.5
Power City,Consumption,11,11,5,0.8,-5.5,0.85,8,-3.5,15.566666667
Power City,Consumption,11,11,6,0.7,-6.2,0.85,7,-4.3,16.633333333
Power City,Consumption,11,11,7,0.5,-7.2,0.85,7,-5,17.7
Power City,Consumption,11,11,8,0.3,-7.6,0.77,7,-3.9,18.766666667
Power City,Consumption,11,11,9,0.2,-7.7,0.69,7,-2.8,19.833333333
Power City,Consumption,11,11,10,0,-8.3,0.61,7,-1.7,20.9
Power City,Consumption,11,11,11,0,-8.1,0.57,7,-0.9,20.9
Power City,Consumption,11,11,12,0,-8.4,0.54,7,-0.2,20.9
Power City,Consumption,11,11,13,0,-8.9,0.5,7,0.6,20.9
Power City,Consumption,11,11,14,0,-8.7,0.5,7,0.6,20.9
Power City,Consumption,11,11,15,0,-8.7,0.5,7,0.6,20.9
Power City,Consumption,11,11,16,0,-8.9,0.5,7,0.6,20.9
Power City,Consumption,11,11,17,0,-8,0.6,7,-0.9,19.3
Power City,Consumption,11,11,18,0,-7.3,0.71,7,-2.4,17.7
Power City,Consumption,11,11,19,0,-6.7,0.81,7,-3.9,16.1
Power City,Consumption,11,11,20,0,-6.9,0.83,7,-4.6,16.1
Power City,Consumption,11,11,21,0,-7.2,0.86,7,-5.4,16.1
Power City,Consumption,11,11,22,0,-7.8,0.88,7,-6.1,16.1
Power City,Consumption,11,11,23,0,-7.7,0.89,7,-6.3,16.1
Power City,Consumption,11,11,24,0,-7.8,0.91,7,-6.5,16.1
Power City,Consumption,11,12,1,0,-7.8,0.92,7,-6.7,16.1
Power City,Consumption,11,12,2,0.3,-7.1,0.87,7,-5.4,16.1
Power City,Consumption,11,12,3,0.5,-6.4,0.83,7,-4.1,16.1
Power City,Consumption,11,12,4,0.8,-6.1,0.78,8,-2.8,16.1
Power City,Consumption,11,12,5,0.9,-6,0.76,7,-2.6,16.1
Power City,Consumption,11,12,6,0.9,-6.3,0.74,7,-2.4,16.1
Power City,Consumption,11,12,7,1,-6.7,0.72,7,-2.2,16.1
Power City,Consumption,11,12,8,1,-7.1,0.68,7,-1.7,16.1
Power City,Consumption,11,12,9,1,-7.2,0.63,7,-1.1,16.1
Power City,Consumption,11,12,10,1,-7.8,0.59,7,-0.6,16.1
Power City,Consumption,11,12,11,0.9,-7.1,0.55,7,0.9,16.1
Power City,Consumption,11,12,12,0.9,-6.7,0.5,7,2.4,16.1
Power City,Consumption,11,12,13,0.8,-6.7,0.46,7,3.9,16.1
Power City,Consumption,11,12,14,0.7,-6.5,0.45,7,4.3,16.633333333
Power City,Consumption,11,12,15,0.7,-6.5,0.44,7,4.6,17.166666667
Power City,Consumption,11,12,16,0.6,-6.7,0.43,7,5,17.7
Power City,Consumption,11,12,17,0.7,-6,0.55,8,2.8,17.166666667
Power City,Consumption,11,12,18,0.7,-5.4,0.66,8,0.5,16.633333333
Power City,Consumption,11,12,19,0.8,-5,0.78,8,-1.7,16.1
Power City,Consumption,11,12,20,0.9,-4.3,0.82,8,-1.7,16.1
Power City,Consumption,11,12,21,0.9,-3.7,0.85,9,-1.7,16.1
Power City,Consumption,11,12,22,1,-3.3,0.89,9,-1.7,16.1
Power City,Consumption,11,12,23,0.7,-4,0.9,8,-2.6,15.566666667
Power City,Consumption,11,12,24,0.3,-4.8,0.91,8,-3.5,15.033333333
Power City,Consumption,11,13,1,0,-5.6,0.92,8,-4.4,14.5
Power City,Consumption,11,13,2,0.3,-4.9,0.91,8,-3.7,14.5
Power City,Consumption,11,13,3,0.7,-4.2,0.9,8,-2.9,14.5
Power City,Consumption,11,13,4,1,-3.9,0.89,9,-2.2,14.5
Power City,Consumption,11,13,5,1,-3.8,0.88,8,-2.2,14.5
Power City,Consumption,11,13,6,0.9,-4,0.86,8,-2.2,14.5
Power City,Consumption,11,13,7,0.9,-4.4,0.85,8,-2.2,14.5
Power City,Consumption,11,13,8,0.9,-3.6,0.83,9,-0.9,13.966666667
Power City,Consumption,11,13,9,1,-2.4,0.81,9,0.4,13.433333333
Power City,Consumption,11,13,10,1,-1.7,0.79,10,1.7,12.9
Power City,Consumption,11,13,11,1,-0.8,0.8,10,2.1,11.266666667
Power City,Consumption,11,13,12,1,-0.2,0.81,10,2.4,9.6333333333
Power City,Consumption,11,13,13,1,0,0.82,11,2.8,8
Power City,Consumption,11,13,14,1,0.4,0.84,11,2.6,8
Power City,Consumption,11,13,15,1,0.6,0.87,11,2.4,8
Power City,Consumption,11,13,16,1,0.6,0.89,11,2.2,8
Power City,Consumption,11,13,17,1,0.7,0.91,11,1.8,6.6666666667
Power City,Consumption,11,13,18,1,0.7,0.94,11,1.5,5.3333333333
Power City,Consumption,11,13,19,1,0.6,0.96,11,1.1,4
Power City,Consumption,11,13,20,1,0.4,0.95,11,0.9,5.9
Power City,Consumption,11,13,21,1,0,0.93,11,0.8,7.8
Power City,Consumption,11,13,22,1,-0.6,0.92,10,0.6,9.7
Power City,Consumption,11,13,23,0.7,-1.4,0.93,10,-0.5,11.3
Power City,Consumption,11,13,24,0.4,-2.4,0.95,9,-1.7,12.9
Power City,Consumption,11,14,1,0.1,-3.3,0.96,9,-2.8,14.5
Power City,Consumption,11,14,2,0.2,-4.3,0.96,8,-3.9,13.433333333
Power City,Consumption,11,14,3,0.4,-5.3,0.96,8,-5,12.366666667
Power City,Consumption,11,14,4,0.5,-6.7,0.96,7,-6.1,11.3
Power City,Consumption,11,14,5,0.6,-5.5,0.96,8,-5.2,12.366666667
Power City,Consumption,11,14,6,0.6,-4.6,0.96,8,-4.2,13.433333333
Power City,Consumption,11,14,7,0.7,-3.9,0.96,9,-3.3,14.5
Power City,Consumption,11,14,8,0.8,-3,0.94,9,-2,15.033333333
Power City,Consumption,11,14,9,0.8,-1.8,0.91,10,-0.7,15.566666667
Power City,Consumption,11,14,10,0.9,-1.1,0.89,10,0.6,16.1
Power City,Consumption,11,14,11,0.9,-0.9,0.81,10,1.9,16.1
Power City,Consumption,11,14,12,1,-1.2,0.73,10,3.1,16.1
Power City,Consumption,11,14,13,1,-1.7,0.65,10,4.4,16.1
Power City,Consumption,11,14,14,1,-1.5,0.66,10,4.2,15.566666667
Power City,Consumption,11,14,15,1,-1.5,0.66,10,4.1,15.033333333
Power City,Consumption,11,14,16,1,-1.7,0.67,10,3.9,14.5
Power City,Consumption,11,14,17,1,-1.6,0.7,10,3.3,14.5
Power City,Consumption,11,14,18,1,-1.6,0.73,10,2.8,14.5
Power City,Consumption,11,14,19,1,-1.7,0.76,10,2.2,14.5
Power City,Consumption,11,14,20,1,-1.7,0.78,10,1.7,13.433333333
Power City,Consumption,11,14,21,0.9,-1.8,0.8,9,1.1,12.366666667
Power City,Consumption,11,14,22,0.9,-2.2,0.82,9,0.6,11.3
Power City,Consumption,11,14,23,0.9,-2.5,0.79,9,0.8,11.3
Power City,Consumption,11,14,24,0.8,-2.9,0.76,9,0.9,11.3
Power City,Consumption,11,15,1,0.8,-3.3,0.73,9,1.1,11.3
Power City,Consumption,11,15,2,0.9,-2.4,0.77,9,1.1,10.2
Power City,Consumption,11,15,3,0.9,-1.6,0.81,10,1.1,9.1
Power City,Consumption,11,15,4,1,-1.1,0.85,10,1.1,8
Power City,Consumption,11,15,5,1,-0.3,0.89,10,1.1,6.4
Power City,Consumption,11,15,6,1,0.3,0.92,11,1.1,4.8
Power City,Consumption,11,15,7,1,0.6,0.96,11,1.1,3.2
Power City,Consumption,11,15,8,1,1.1,0.96,11,1.7,3.2
